Portfolio,Geography,Category,Brand,Segment,Initial Sales ($),Margin (%),Trend (%),Contribution (%),Optimized Sales ($),Optimized Contribution (%)
Skin/Body,Asia,Fragrance,Frederic Malle,Toner,1841234.94,6.58,10.64,10.02,2099007.8316,0.02675157897543497
Skin/Body,Asia,Fragrance,Frederic Malle,Bronzer,716837.06,10.4,14.14,8.01,817194.2484000002,0.010415033305368743
Skin/Body,Asia,Fragrance,Frederic Malle,Hair Dye,2447281.11,11.87,-0.82,6.16,2789900.4654,0.03555691480048448
Skin/Body,Asia,Fragrance,Frederic Malle,Face Make-Up,2164159.65,5.79,10.35,6.83,2467142.001,0.03144340058657843
Skin/Body,Asia,Fragrance,Frederic Malle,Tools,4199809.49,17.76,-0.76,10.2,4787782.818600001,0.061019662842980965
Skin/Body,Asia,Fragrance,Balmain,Lipstick,2625268.12,18.2,-0.69,10.49,2992805.6568000005,0.038142914800363116
Skin/Body,Asia,Fragrance,Balmain,Mascara,3234884.55,9.43,-2.27,10.12,3687768.387,0.04700012346916435
Skin/Body,Asia,Fragrance,Balmain,Toner,3823688.56,9.73,7.9,6.53,4359004.958400001,0.055554945362001014
Skin/Body,Asia,Fragrance,Balmain,Bronzer,3709430.97,7.99,12.8,5.02,4228751.305800001,0.05389487967672359
Skin/Body,Asia,Fragrance,Balmain,Hair Dye,2155036.94,5.87,-2.77,8.22,2456742.1116000004,0.03131085536286299
Skin/Body,Asia,Fragrance,Balmain,Face Make-Up,1704167.05,17.53,-4.71,6.31,1942750.4370000002,0.024760099015614507
Skin/Body,Asia,Fragrance,Balmain,Tools,2018054.96,5.29,-2.51,6.79,2300582.6544000003,0.029320623602335213
Skin/Body,Asia,Hair Dye,Bobbi Brown,Lipstick,2717890.63,11.06,5.62,9.33,3098395.3182,0.03948864115898197
Skin/Body,Asia,Hair Dye,Bobbi Brown,Mascara,544657.2,11.96,14.27,8.27,620909.208,0.00791340626000682
Skin/Body,Asia,Hair Dye,Bobbi Brown,Toner,3548940.2,9.68,10.48,11.82,4045791.8280000007,0.051563085175537676
Skin/Body,Asia,Hair Dye,Bobbi Brown,Bronzer,2845832.21,19.64,-2.49,1.24,3244248.7194000003,0.04134752359014632
Skin/Body,Asia,Hair Dye,Bobbi Brown,Hair Dye,3965711.95,17.11,-2.6,4.72,4520911.623000001,0.05761842452558022
Skin/Body,Asia,Hair Dye,Bobbi Brown,Face Make-Up,578985.64,9.4,10.46,8.25,660043.6296000001,0.008412169320501142
Skin/Body,Asia,Hair Dye,Bobbi Brown,Tools,2066430.17,10.58,-4.97,5.2,2355730.3938,0.03002347429382179
Skin/Body,Asia,Hair Dye,Aveda,Lipstick,3409064.34,19.61,11.94,1.33,3886333.3476000004,0.04953080779786261
Skin/Body,Asia,Hair Dye,Aveda,Mascara,4543522.72,16.75,10.61,7.41,5179615.9008,0.06601352398339948
Skin/Body,Asia,Hair Dye,Aveda,Toner,2291023.82,9.54,-3.69,4.2,2611767.1548,0.03328662916603826
Skin/Body,Asia,Hair Dye,Aveda,Bronzer,1609716.36,12.26,9.95,7.63,1835076.6504000004,0.023387810755204175
Skin/Body,Asia,Hair Dye,Aveda,Hair Dye,760300.02,19.37,13.85,11.99,866742.0228000002,0.011046513178842234
Skin/Body,Asia,Hair Dye,Aveda,Face Make-Up,4960975.56,13.17,14.26,2.06,5655512.1384000005,0.07207875899234387
Skin/Body,Asia,Hair Dye,Aveda,Tools,2145563.37,8.38,-1.08,2.97,2445942.2418000004,0.031173212441512436
Skin/Body,Asia,Hair Dye,Elizabeth Arden,Lipstick,3300861.39,16.72,6.57,3.06,3762981.9846000005,0.047958710886482014
Skin/Body,Asia,Hair Dye,Elizabeth Arden,Mascara,4150056.96,14.54,2.76,10.44,4731064.934400001,0.060296800862356864
Skin/Body,Asia,Hair Dye,Elizabeth Arden,Toner,1669572.41,10.18,13.35,5.07,1903312.5474,0.024257468295340024
Skin/Body,Asia,Hair Dye,Elizabeth Arden,Bronzer,2614947.21,18.35,9.15,1.87,2981039.8194000004,0.0379929607488919
Skin/Body,Asia,Hair Dye,Elizabeth Arden,Hair Dye,1162863.7,5.12,7.62,7.27,1325664.618,0.016895421345967134
Skin/Body,Asia,Hair Dye,Elizabeth Arden,Face Make-Up,1104236.83,19.37,5.59,4.39,1258829.9862000002,0.01604362274665989
Skin/Body,Asia,Hair Dye,Elizabeth Arden,Tools,2752716.07,15.19,-3.48,4.85,3138096.3198,0.039994625207119945
Skin/Body,Asia,Hair Dye,Kilian,Lipstick,4131344.71,11.89,5.93,7.06,4709732.969400001,0.06002492777174351
Skin/Body,Asia,Hair Dye,Kilian,Mascara,697549.74,7.49,3.91,3.93,795206.7036000001,0.010134804936356536
Skin/Body,Asia,Hair Dye,Kilian,Toner,724905.63,17.65,14.62,12.1,826392.4182000001,0.010532262770704558
Skin/Body,Asia,Hair Dye,Kilian,Bronzer,4342032.15,8.63,14.21,3.76,4949916.651000001,0.0630860372303182
Skin/Body,Asia,Hair Dye,Kilian,Hair Dye,4781434.15,19.92,9.23,14.74,5450834.931000001,0.06947017488141236
Skin/Body,Asia,Hair Dye,Kilian,Face Make-Up,3062929.01,8.89,3.74,9.31,3491739.0714000002,0.04450175560277269
Skin/Body,Asia,Hair Dye,Kilian,Tools,828867.03,14.34,14.62,3.66,944908.4142000001,0.012042733565103445
Skin/Body,Asia,Hair Dye,Frederic Malle,Lipstick,4066678.02,18.62,13.87,14.44,4636012.9428,0.05908537572054521
Skin/Body,Asia,Hair Dye,Frederic Malle,Mascara,2846568.37,19.66,10.15,3.26,3245087.9418000006,0.04135821936934903
Skin/Body,Asia,Hair Dye,Frederic Malle,Toner,2646050.48,15.77,-0.05,9.97,3016497.5472000004,0.03844486483007302
Skin/Body,Asia,Hair Dye,Frederic Malle,Bronzer,3499702.16,7.44,6.3,11.8,3989660.4624000005,0.05084769829739401
Skin/Body,Asia,Hair Dye,Frederic Malle,Hair Dye,2745030.49,5.18,-4.82,6.0,3129334.7586000008,0.0398829602610148
Skin/Body,Asia,Hair Dye,Frederic Malle,Face Make-Up,4667873.31,8.43,7.69,4.11,5321375.5734,0.06782023238152869
Skin/Body,Asia,Hair Dye,Frederic Malle,Tools,1947514.95,17.72,9.58,2.34,2220167.043,0.028295737202752236
Skin/Body,Asia,Hair Dye,Balmain,Lipstick,2429159.09,5.44,4.62,10.27,2769241.3626,0.03529361725018684
Skin/Body,Asia,Hair Dye,Balmain,Mascara,1033261.81,9.33,2.96,13.87,1177918.4634000002,0.015012416021453453
Skin/Body,Asia,Hair Dye,Balmain,Toner,4969647.57,5.67,10.22,6.2,5665398.229800001,0.0722047559280694
Skin/Body,Asia,Hair Dye,Balmain,Bronzer,2266061.84,16.31,13.37,14.31,2583310.4976,0.0329239528096178
Skin/Body,Asia,Hair Dye,Balmain,Hair Dye,3097051.64,10.36,10.75,4.51,3530638.8696000003,0.04499752841886674
Skin/Body,Asia,Hair Dye,Balmain,Face Make-Up,3038333.13,10.38,8.13,4.37,3463699.7682000003,0.04414439836823623
Skin/Body,Asia,Hair Dye,Balmain,Tools,1362168.26,18.77,-2.96,8.08,1552871.8164000001,0.019791147231445018
Skin/Body,Asia,Face Make-Up,Bobbi Brown,Lipstick,1493837.52,5.58,-4.28,3.45,1702974.7728000002,0.02170418968518375
Skin/Body,Asia,Face Make-Up,Bobbi Brown,Mascara,4400466.6,9.24,14.01,9.14,5016531.924000001,0.0639350401305462
Skin/Body,Asia,Face Make-Up,Bobbi Brown,Toner,2464763.85,13.7,5.33,11.62,2809830.7890000003,0.03581092415564966
Skin/Body,Asia,Face Make-Up,Bobbi Brown,Bronzer,1771232.3,10.3,12.88,14.25,2019204.8220000002,0.02573450010528875
Skin/Body,Asia,Face Make-Up,Bobbi Brown,Hair Dye,4516512.02,11.29,10.61,7.67,5148823.7028,0.06562108146640501
Skin/Body,Asia,Face Make-Up,Bobbi Brown,Face Make-Up,2738929.33,8.07,6.82,3.61,3122379.4362000003,0.039794315591051184
Skin/Body,Asia,Face Make-Up,Bobbi Brown,Tools,1992041.15,17.83,-0.86,2.0,2270926.9110000003,0.02894266504987207
Skin/Body,Asia,Face Make-Up,Aveda,Lipstick,810534.17,19.11,5.14,6.73,924008.9538000001,0.011776372688780084
Skin/Body,Asia,Face Make-Up,Aveda,Mascara,4148953.61,17.54,1.64,10.71,4729807.1154000005,0.06028077012449646
Skin/Body,Asia,Face Make-Up,Aveda,Toner,3970052.67,14.82,-1.97,13.26,4525860.0438,0.057681491498386105
Skin/Body,Asia,Face Make-Up,Aveda,Bronzer,2925925.49,9.24,3.5,1.53,3335555.0586000006,0.042511210884349865
Skin/Body,Asia,Face Make-Up,Aveda,Hair Dye,1075400.61,16.48,-5.0,6.83,1225956.6954000003,0.015624656975413442
Skin/Body,Asia,Face Make-Up,Aveda,Face Make-Up,2851295.81,5.82,14.46,4.17,3250477.2234000005,0.0414269050551158
Skin/Body,Asia,Face Make-Up,Aveda,Tools,1868894.24,9.56,-0.39,1.02,2130539.4336,0.027153445099241662
Skin/Body,Asia,Face Make-Up,Elizabeth Arden,Lipstick,3782051.57,19.5,-0.51,10.28,4311538.7898,0.05494999528089708
Skin/Body,Asia,Face Make-Up,Elizabeth Arden,Mascara,3838533.47,17.73,3.45,5.24,4375928.155800001,0.055770629288924664
Skin/Body,Asia,Face Make-Up,Elizabeth Arden,Toner,1963828.1,15.69,11.34,3.54,2238764.0340000005,0.028532753409148542
Skin/Body,Asia,Face Make-Up,Elizabeth Arden,Bronzer,2169234.54,18.53,11.13,14.79,2472927.3756000004,0.03151713442557817
Skin/Body,Asia,Face Make-Up,Elizabeth Arden,Hair Dye,3894117.17,10.9,6.81,10.25,4439293.5738,0.056578213214253
Skin/Body,Asia,Face Make-Up,Elizabeth Arden,Face Make-Up,853051.17,13.17,9.19,3.34,972478.3338000001,0.012394108567341333
Skin/Body,Asia,Face Make-Up,Elizabeth Arden,Tools,4012842.73,13.76,14.04,1.59,4574640.712200001,0.05830319470669783
Skin/Body,Asia,Face Make-Up,Kilian,Lipstick,1693967.62,14.02,0.93,11.0,1931123.0868000004,0.024611909965308185
Skin/Body,Asia,Face Make-Up,Kilian,Mascara,3915523.77,6.54,5.28,8.12,4463697.097800001,0.05688923292067653
Skin/Body,Asia,Face Make-Up,Kilian,Toner,2161763.47,18.99,11.55,10.76,2464410.3558000005,0.03140858612747994
Skin/Body,Asia,Face Make-Up,Kilian,Bronzer,3714469.86,11.93,13.42,10.72,4234495.6404,0.053968090466316516
Skin/Body,Asia,Face Make-Up,Kilian,Hair Dye,3780414.78,17.93,0.48,12.3,4309672.8492,0.05492621411316016
Skin/Body,Asia,Face Make-Up,Kilian,Face Make-Up,1378582.71,10.18,1.71,14.7,1571584.2894000001,0.020029635240755406
Skin/Body,Asia,Face Make-Up,Kilian,Tools,4354417.51,15.52,9.54,8.87,4964035.9614,0.0632659859858959
Skin/Body,Asia,Face Make-Up,Frederic Malle,Lipstick,4761908.0,12.44,2.61,3.28,5428575.120000001,0.06918647651546064
Skin/Body,Asia,Face Make-Up,Frederic Malle,Mascara,4037925.44,16.02,2.69,1.35,4603235.0016,0.05866762516742051
Skin/Body,Asia,Face Make-Up,Frederic Malle,Toner,4275487.97,5.17,9.07,14.58,4874056.285800001,0.06211920684493264
Skin/Body,Asia,Face Make-Up,Frederic Malle,Bronzer,2469475.98,8.52,9.1,12.44,2815202.6172,0.03587938740012704
Skin/Body,Asia,Face Make-Up,Frederic Malle,Hair Dye,2958936.42,19.51,-3.97,8.07,3373187.5188,0.04299083164417943
Skin/Body,Asia,Face Make-Up,Frederic Malle,Face Make-Up,3733042.76,17.94,-1.41,12.2,4255668.7464000005,0.05423793891985112
Skin/Body,Asia,Face Make-Up,Frederic Malle,Tools,2987181.84,10.95,-2.37,13.11,3405387.2976,0.04340121359349457
Skin/Body,Asia,Face Make-Up,Balmain,Lipstick,1207729.44,9.65,0.8,13.2,1376811.5616000001,0.017547282420741946
Skin/Body,Asia,Face Make-Up,Balmain,Mascara,3527163.47,16.95,0.01,9.75,4020966.3558000005,0.05124668779475489
Skin/Body,Asia,Face Make-Up,Balmain,Toner,3072856.92,17.49,13.12,1.17,3503056.8888000003,0.044645999698219856
Skin/Body,Asia,Face Make-Up,Balmain,Bronzer,3533089.64,5.78,5.98,5.03,4027722.1896000006,0.05133279000872703
Skin/Body,Asia,Face Make-Up,Balmain,Hair Dye,1880494.7,10.29,7.43,5.68,2143763.958,0.027321989924836473
Skin/Body,Asia,Face Make-Up,Balmain,Face Make-Up,3797145.73,11.07,-3.63,11.97,4328746.132200001,0.0551693005985052
Skin/Body,Asia,Face Make-Up,Balmain,Tools,1785912.46,11.49,8.71,5.65,2035940.2044000002,0.025947790354718853
Skin/Body,Asia,Make Up Brushes,Bobbi Brown,Lipstick,754635.45,10.61,13.89,9.98,860284.4130000001,0.010964211790559387
Skin/Body,Asia,Make Up Brushes,Bobbi Brown,Mascara,3521656.17,14.48,-1.02,6.86,4014688.0338000003,0.05116667140592218
Skin/Body,Asia,Make Up Brushes,Bobbi Brown,Toner,3879229.09,6.52,0.56,4.87,4422321.1626,0.05636190206391572
Skin/Body,Asia,Make Up Brushes,Bobbi Brown,Bronzer,2444085.17,19.71,-3.65,8.26,2786257.0938000004,0.03551048050823129
Skin/Body,Asia,Make Up Brushes,Bobbi Brown,Hair Dye,1307141.07,19.56,-2.73,6.65,1490140.8198000002,0.018991648923488043
Skin/Body,Asia,Make Up Brushes,Bobbi Brown,Face Make-Up,3820482.43,15.57,3.45,5.85,4355349.9702,0.055508363017707396
Skin/Body,Asia,Make Up Brushes,Bobbi Brown,Tools,2289255.7,8.96,-0.89,7.76,2609751.4980000006,0.03326093988500711
Skin/Body,Asia,Make Up Brushes,Aveda,Lipstick,1708401.9,9.31,8.14,14.56,1947578.1660000002,0.02482162778728996
Skin/Body,Asia,Make Up Brushes,Aveda,Mascara,3216367.4,6.15,-3.49,14.32,3666658.836,0.046731085015752766
Skin/Body,Asia,Make Up Brushes,Aveda,Toner,1837808.56,6.38,6.98,9.73,2095101.7584000004,0.02670179658581236
Skin/Body,Asia,Make Up Brushes,Aveda,Bronzer,3418271.69,9.01,-4.7,14.51,3896829.7266,0.049664582768849996
Skin/Body,Asia,Make Up Brushes,Aveda,Hair Dye,1629018.71,15.14,9.13,9.54,1857081.3294000002,0.02366825749734371
Skin/Body,Asia,Make Up Brushes,Aveda,Face Make-Up,1908083.27,9.07,6.95,13.13,2175214.9278,0.02772282840185034
Skin/Body,Asia,Make Up Brushes,Aveda,Tools,4760301.78,6.59,-1.9,14.23,5426744.029200001,0.06916313950384499
Skin/Body,Asia,Make Up Brushes,Elizabeth Arden,Lipstick,3814408.53,18.24,-0.95,9.23,4348425.7242,0.05542011441237792
Skin/Body,Asia,Make Up Brushes,Elizabeth Arden,Mascara,3655128.17,15.2,3.16,1.22,4166846.1138000004,0.053105906139871595
Skin/Body,Asia,Make Up Brushes,Elizabeth Arden,Toner,3123167.26,8.8,4.01,14.41,3560410.6764,0.045376966184110565
Skin/Body,Asia,Make Up Brushes,Elizabeth Arden,Bronzer,2295658.93,17.6,-1.23,10.41,2617051.1802000003,0.033353973375368134
Skin/Body,Asia,Make Up Brushes,Elizabeth Arden,Hair Dye,4896531.29,6.53,-4.83,7.07,5582045.670600001,0.07114243851473048
Skin/Body,Asia,Make Up Brushes,Elizabeth Arden,Face Make-Up,916814.67,16.23,13.29,7.08,1045168.7238000002,0.013320538035380945
Skin/Body,Asia,Make Up Brushes,Elizabeth Arden,Tools,1664202.39,11.52,9.47,1.13,1897190.7246,0.024179446468245182
Skin/Body,Asia,Make Up Brushes,Kilian,Lipstick,3152542.95,14.2,7.75,4.39,3593898.9630000005,0.045803769996009165
Skin/Body,Asia,Make Up Brushes,Kilian,Mascara,3713237.26,6.37,-1.01,13.28,4233090.4764,0.05395018183579427
Skin/Body,Asia,Make Up Brushes,Kilian,Toner,3824254.18,5.21,-0.03,4.0,4359649.7652,0.05556316333993059
Skin/Body,Asia,Make Up Brushes,Kilian,Bronzer,1718628.48,8.71,-3.75,7.43,1959236.4672000003,0.0249702113040239
Skin/Body,Asia,Make Up Brushes,Kilian,Hair Dye,3797300.64,14.1,8.46,2.14,4328922.7296,0.055171551309160884
Skin/Body,Asia,Make Up Brushes,Kilian,Face Make-Up,4781708.2,17.58,11.1,12.52,5451147.348000001,0.0694741565950215
Skin/Body,Asia,Make Up Brushes,Kilian,Tools,4697197.29,13.16,-0.99,9.63,5354804.910600001,0.06824628489107105
Skin/Body,Asia,Make Up Brushes,Frederic Malle,Lipstick,3842966.72,16.07,5.43,1.96,4380982.060800001,0.0558350406439975
Skin/Body,Asia,Make Up Brushes,Frederic Malle,Mascara,2170008.22,18.81,6.69,8.54,2473809.3708000006,0.03152837533849595
Skin/Body,Asia,Make Up Brushes,Frederic Malle,Toner,1709840.81,10.53,12.91,10.33,1949218.5234000003,0.024842533926787588
Skin/Body,Asia,Make Up Brushes,Frederic Malle,Bronzer,4043241.62,11.82,7.6,4.48,4609295.446800001,0.05874486474506922
Skin/Body,Asia,Make Up Brushes,Frederic Malle,Hair Dye,3674573.74,11.41,3.85,10.09,4189014.063600001,0.053388433746901116
Skin/Body,Asia,Make Up Brushes,Frederic Malle,Face Make-Up,4713262.8,5.96,11.49,5.09,5373119.592,0.06847970309871469
Skin/Body,Asia,Make Up Brushes,Frederic Malle,Tools,2497637.55,5.33,1.02,8.04,2847306.807,0.03628855108019887
Skin/Body,Asia,Make Up Brushes,Balmain,Lipstick,752792.35,12.37,13.54,2.48,858183.2790000001,0.010937433113847103
Skin/Body,Asia,Make Up Brushes,Balmain,Mascara,3939983.28,11.15,8.1,4.64,4491580.9392,0.0572446088150018
Skin/Body,Asia,Make Up Brushes,Balmain,Toner,1217715.18,7.41,-3.59,3.6,1388195.3052,0.017692366736944503
Skin/Body,Asia,Make Up Brushes,Balmain,Bronzer,3488987.23,18.23,11.28,10.59,3977445.4422000004,0.05069201947016555
Skin/Body,Asia,Make Up Brushes,Balmain,Hair Dye,996943.39,9.34,1.2,4.5,1136515.4646,0.014484740242667167
Skin/Body,Asia,Make Up Brushes,Balmain,Face Make-Up,2817525.47,13.03,2.14,5.95,3211979.0358000007,0.040936250713341636
Skin/Body,Asia,Make Up Brushes,Balmain,Tools,4228500.19,16.84,1.16,13.79,4820490.216600001,0.06143651433229199
Skin/Body,Asia,Tools,Bobbi Brown,Lipstick,4787667.58,9.9,2.09,8.08,5457941.041200001,0.06956074132207138
Skin/Body,Asia,Tools,Bobbi Brown,Mascara,4735043.66,18.14,-2.95,6.5,5397949.772400001,0.06879616048488775
Skin/Body,Asia,Tools,Bobbi Brown,Toner,2990170.35,12.55,-1.12,13.02,3408794.1990000005,0.04344463410412418
Skin/Body,Asia,Tools,Bobbi Brown,Bronzer,3546233.52,17.57,12.18,11.48,4042706.2128000003,0.05152375941530566
Skin/Body,Asia,Tools,Bobbi Brown,Hair Dye,2476447.71,14.16,-1.79,10.43,2823150.3894,0.035980680712370185
Skin/Body,Asia,Tools,Bobbi Brown,Face Make-Up,1306639.65,15.41,-0.41,2.65,1489569.2010000001,0.01898436371700056
Skin/Body,Asia,Tools,Bobbi Brown,Tools,1243780.21,5.03,9.37,11.25,1417909.4394,0.018071069472480297
Skin/Body,Asia,Tools,Aveda,Lipstick,2817200.07,7.42,-3.33,1.27,3211608.0798,0.04093152292787031
Skin/Body,Asia,Tools,Aveda,Mascara,1245866.8,18.36,-0.17,5.96,1420288.1520000002,0.018101385851971963
Skin/Body,Asia,Tools,Aveda,Toner,974054.68,8.34,5.38,9.51,1110422.3352,0.014152186737457871
Skin/Body,Asia,Tools,Aveda,Bronzer,1604085.41,5.87,2.82,4.28,1828657.3674,0.023305997836950663
Skin/Body,Asia,Tools,Aveda,Hair Dye,1487992.65,19.4,7.33,8.8,1696311.621,0.021619268691121928
Skin/Body,Asia,Tools,Aveda,Face Make-Up,2370987.97,11.43,5.82,10.75,2702926.2858000007,0.03444844031107798
Skin/Body,Asia,Tools,Aveda,Tools,3659657.43,7.58,5.0,6.77,4172009.470200001,0.05317171243865401
Skin/Body,Asia,Tools,Elizabeth Arden,Lipstick,4417371.35,14.47,5.65,2.62,5035803.339,0.06418065178219395
Skin/Body,Asia,Tools,Elizabeth Arden,Mascara,3225370.5,6.76,1.74,3.0,3676922.3700000006,0.046861892407814174
Skin/Body,Asia,Tools,Elizabeth Arden,Toner,3614331.41,8.09,2.84,13.54,4120337.8074000007,0.05251316388663048
Skin/Body,Asia,Tools,Elizabeth Arden,Bronzer,1419423.73,12.62,3.39,1.25,1618143.0522000003,0.02062302055418386
Skin/Body,Asia,Tools,Elizabeth Arden,Hair Dye,4067411.51,6.04,4.49,8.85,4636849.1214000005,0.059096032706916914
Skin/Body,Asia,Tools,Elizabeth Arden,Face Make-Up,3327919.05,15.33,0.07,1.14,3793827.717,0.04835183569236934
Skin/Body,Asia,Tools,Elizabeth Arden,Tools,3755496.48,13.03,11.72,12.5,4281265.9872,0.05456417239001995
Skin/Body,Asia,Tools,Kilian,Lipstick,4294967.76,12.28,1.67,12.08,4896263.2464000005,0.062402231639481616
Skin/Body,Asia,Tools,Kilian,Mascara,2530823.51,7.75,12.1,13.36,2885138.8014,0.036770714877185924
Skin/Body,Asia,Tools,Kilian,Toner,2598393.9,6.14,2.76,12.25,2962169.046,0.037752455221786343
Skin/Body,Asia,Tools,Kilian,Bronzer,4557983.13,8.05,-3.66,13.28,5196100.768200001,0.06622362145207568
Skin/Body,Asia,Tools,Kilian,Hair Dye,2252322.23,13.13,14.36,1.93,2567647.3422000003,0.032724327952397436
Skin/Body,Asia,Tools,Kilian,Face Make-Up,3417431.03,6.11,2.51,12.25,3895871.3742,0.049652368693452596
Skin/Body,Asia,Tools,Kilian,Tools,2450625.05,19.96,6.18,5.5,2793712.557,0.03560549940696556
Skin/Body,Asia,Tools,Frederic Malle,Lipstick,1490500.97,10.26,2.45,1.96,1699171.1058000003,0.02165571244912256
Skin/Body,Asia,Tools,Frederic Malle,Mascara,2163083.9,11.96,9.45,10.19,2465915.646,0.03142777085326323
Skin/Body,Asia,Tools,Frederic Malle,Toner,3689445.45,5.13,-0.65,10.26,4205967.813000001,0.053604507055049815
Skin/Body,Asia,Tools,Frederic Malle,Bronzer,2677952.16,5.08,11.09,11.82,3052865.4624000005,0.03890836913005609
Skin/Body,Asia,Tools,Frederic Malle,Hair Dye,2967886.23,6.0,10.33,9.17,3383390.3022000003,0.0431208647778273
Skin/Body,Asia,Tools,Frederic Malle,Face Make-Up,4018819.9,16.28,11.06,8.25,4581454.686000001,0.05839003790732957
Skin/Body,Asia,Tools,Frederic Malle,Tools,1131460.33,15.07,7.41,11.39,1289864.7762000002,0.01643915706681447
Skin/Body,Asia,Tools,Balmain,Lipstick,1264464.53,7.92,12.81,11.5,1441489.5642000001,0.018371595064305732
Skin/Body,Asia,Tools,Balmain,Mascara,4587028.2,16.38,6.94,10.16,5229212.148000001,0.066645621636339
Skin/Body,Asia,Tools,Balmain,Toner,4501075.66,13.68,7.65,3.19,5131226.252400001,0.06539680427360241
Skin/Body,Asia,Tools,Balmain,Bronzer,2632645.49,15.75,0.42,3.83,3001215.8586000004,0.038250101717088696
Skin/Body,Asia,Tools,Balmain,Hair Dye,1912220.64,8.62,-0.7,6.95,2179931.5296,0.02778294087196542
Skin/Body,Asia,Tools,Balmain,Face Make-Up,4585273.31,12.61,-1.24,2.08,5227211.5734,0.06662012457596482
Skin/Body,Asia,Tools,Balmain,Tools,3632702.65,10.74,11.44,10.23,4141281.021,0.052780082391738065
Fragrance + Color Cosmetics,North America,Fragrance,Bobbi Brown,Lipstick,4083086.53,9.08,8.85,4.7,4654718.6442,0.05932377742670347
Fragrance + Color Cosmetics,North America,Fragrance,Bobbi Brown,Mascara,4725808.16,14.55,1.49,4.77,5387421.3024,0.06866197651832255
Fragrance + Color Cosmetics,North America,Fragrance,Bobbi Brown,Toner,1359169.63,15.42,-0.63,9.33,1549453.3782000002,0.019747579685815506
Fragrance + Color Cosmetics,North America,Fragrance,Bobbi Brown,Bronzer,1690857.62,14.93,11.3,11.89,1927577.6868000003,0.024566724308222185
Fragrance + Color Cosmetics,North America,Fragrance,Bobbi Brown,Hair Dye,3923830.99,7.82,-3.23,10.79,4473167.328600001,0.05700992976770482
Fragrance + Color Cosmetics,North America,Fragrance,Bobbi Brown,Face Make-Up,2157562.46,11.49,-4.38,4.63,2459621.2044,0.03134754902224686
Fragrance + Color Cosmetics,North America,Fragrance,Bobbi Brown,Tools,651543.82,18.19,-0.13,8.8,742759.9548000001,0.009466378015119889
Fragrance + Color Cosmetics,North America,Fragrance,Aveda,Lipstick,675406.94,15.0,1.46,13.57,769963.9116,0.009813088869564286
Fragrance + Color Cosmetics,North America,Fragrance,Aveda,Mascara,4496531.85,9.88,13.02,14.95,5126046.309,0.06533078657568475
Fragrance + Color Cosmetics,North America,Fragrance,Aveda,Toner,4214370.49,17.67,-0.02,9.07,4804382.358600001,0.061231221798874615
Fragrance + Color Cosmetics,North America,Fragrance,Aveda,Bronzer,802651.61,6.42,14.98,5.57,915022.8354000001,0.011661845790670814
Fragrance + Color Cosmetics,North America,Fragrance,Aveda,Hair Dye,3866827.6,17.1,12.16,14.97,4408183.464000001,0.05618171895314547
Fragrance + Color Cosmetics,North America,Fragrance,Aveda,Face Make-Up,1586734.18,5.61,3.22,2.82,1808876.9652000002,0.023053899210326766
Fragrance + Color Cosmetics,North America,Fragrance,Aveda,Tools,600916.5,10.41,10.67,8.93,685044.81,0.008730806079202456
Fragrance + Color Cosmetics,North America,Fragrance,Elizabeth Arden,Lipstick,1907500.95,14.82,-0.36,1.2,2174551.083,0.02771436778711262
Fragrance + Color Cosmetics,North America,Fragrance,Elizabeth Arden,Mascara,3939590.24,14.36,10.25,1.55,4491132.8736000005,0.05723889827781174
Fragrance + Color Cosmetics,North America,Fragrance,Elizabeth Arden,Toner,4267038.33,14.29,6.27,9.74,4864423.696200001,0.06199644075633452
Fragrance + Color Cosmetics,North America,Fragrance,Elizabeth Arden,Bronzer,4389949.61,13.8,6.62,14.87,5004542.555400001,0.06378223720330604
Fragrance + Color Cosmetics,North America,Fragrance,Elizabeth Arden,Hair Dye,3905285.75,11.63,9.15,6.45,4452025.755000001,0.056740483190464444
Fragrance + Color Cosmetics,North America,Fragrance,Elizabeth Arden,Face Make-Up,1529939.58,13.95,13.56,14.01,1744131.1212000002,0.022228721937035262
Fragrance + Color Cosmetics,North America,Fragrance,Elizabeth Arden,Tools,2038573.75,12.92,-0.77,14.94,2323974.075,0.029618744183929957
Fragrance + Color Cosmetics,North America,Fragrance,Kilian,Lipstick,4915030.59,14.74,11.09,11.01,5603134.8726,0.0714112176228112
Fragrance + Color Cosmetics,North America,Fragrance,Kilian,Mascara,3169211.99,5.8,4.1,10.45,3612901.6686000004,0.046045956981666025
Fragrance + Color Cosmetics,North America,Fragrance,Kilian,Toner,3548892.26,10.6,13.83,3.34,4045737.1764,0.05156238864807763
Fragrance + Color Cosmetics,North America,Fragrance,Kilian,Bronzer,2751617.51,15.36,8.94,10.08,3136843.9614,0.03997866406388895
Fragrance + Color Cosmetics,North America,Fragrance,Kilian,Hair Dye,1738796.96,7.34,7.72,9.39,1982228.5344000002,0.025263242179016137
Fragrance + Color Cosmetics,North America,Fragrance,Kilian,Face Make-Up,1307102.05,15.58,4.1,10.35,1490096.3370000003,0.018991081996047692
Fragrance + Color Cosmetics,North America,Fragrance,Kilian,Tools,4268151.86,7.55,-4.62,11.91,4865693.120400001,0.06201261940094385
Fragrance + Color Cosmetics,North America,Fragrance,Frederic Malle,Lipstick,3243638.41,15.49,11.76,12.24,3697747.7874000007,0.047127309615832794
