Portfolio,Geography,Category,Brand,Segment,Initial Sales ($),Margin (%),Trend (%),Contribution (%),Optimized Sales ($),Optimized Contribution (%),Optimized Sales for Margin ($),Optimized Margin ($),Optimized Margin Contribution (%),Optimized Sales for Target ($),Optimized Margin for Target ($),Optimized Margin Contribution for Target (%),Optimized Sales for Margin Target ($),Achieved Margin ($)
Skin/Body,North America,Tools,Elizabeth Arden,Hair Dye,1544957.13,18.49,2.68,8.61,1761251.1282000002,0.022446914176447442,1761251.1282000002,325655.33360418,0.03343901951958539,1761251.1282000002,325655.33360418,0.03431895078585244,1390461.417,257096.31600329996
Skin/Body,North America,Tools,Elizabeth Arden,Face Make-Up,4579124.5,14.36,-2.66,14.16,5220201.930000001,0.06653078759199474,5220201.930000001,749620.9971480002,0.07697276405240885,5220201.930000001,749620.9971480002,0.07899826428279214,5952861.850000001,854830.9616600001
Skin/Body,North America,Tools,Elizabeth Arden,Tools,3324686.24,10.02,-2.21,12.12,3790142.3136000005,0.0483048657103487,3790142.3136000005,379772.25982272,0.03899586679161942,3790142.3136000005,379772.25982272,0.04002202374652157,4322092.112000001,433073.62962240004
Skin/Body,North America,Tools,Kilian,Lipstick,3290327.4,13.0,12.88,12.04,3750973.2360000005,0.04780566096368865,3750973.2360000005,487626.5206800001,0.05007058402152555,3750973.2360000005,487626.5206800001,0.05138816668494626,4277425.62,556065.3306
Skin/Body,North America,Tools,Kilian,Mascara,1182536.96,9.68,-0.03,11.42,1348092.1344,0.017181257095203063,1348092.1344,130495.31860992001,0.013399551783529022,1170711.5903999999,113324.88195071998,0.01194266036866585,1064283.264,103022.61995519999
Skin/Body,North America,Tools,Kilian,Toner,650895.96,13.55,10.25,13.27,742021.3944,0.009456965159878815,742021.3944,100543.89894120001,0.01032407288423681,644387.0003999999,87314.4385542,0.009201568684510145,585806.364,79376.762322
Skin/Body,North America,Tools,Kilian,Bronzer,2039367.87,17.32,-2.79,12.85,2324879.3718000003,0.02963028207267759,2324879.3718000003,402669.10719576007,0.0413469663967457,2324879.3718000003,402669.10719576007,0.04243499137536329,1835431.083,317896.6635756
Skin/Body,North America,Tools,Kilian,Hair Dye,1073698.98,10.96,10.95,3.1,1224016.8372000002,0.01559993373757831,1224016.8372000002,134152.24535712003,0.013775053217907328,1062961.9902,116500.63412591998,0.012277334704880542,966329.082,105909.66738720001
Skin/Body,North America,Tools,Kilian,Face Make-Up,1531631.28,15.83,9.4,9.98,1746059.6592,0.022253300900409022,1746059.6592,276401.24405136,0.0283814992150722,1746059.6592,276401.24405136,0.029128344334985144,1378468.152,218211.5084616
Skin/Body,North America,Tools,Kilian,Tools,3622768.0,13.14,0.04,5.84,4129955.5200000005,0.05263574036981864,4129955.5200000005,542676.1553280001,0.055723203885500935,4129955.5200000005,542676.1553280001,0.05718953244596329,4709598.4,618841.2297600001
Skin/Body,North America,Tools,Frederic Malle,Lipstick,1317189.73,18.63,6.67,6.61,1501596.2922000003,0.01913764741382046,1501596.2922000003,279747.38923686004,0.028725088902165432,1304017.8327,242938.52223200997,0.025601899702345467,1185470.757,220853.20202909998
Skin/Body,North America,Tools,Frederic Malle,Mascara,2579026.12,19.21,-1.93,9.21,2940089.7768000006,0.03747105783734998,2940089.7768000006,564791.2461232801,0.05799403097313467,2940089.7768000006,564791.2461232801,0.05952011522570172,2321123.5080000004,445887.8258868001
Skin/Body,North America,Tools,Frederic Malle,Toner,2776499.05,14.17,-4.64,13.21,3165208.9170000004,0.04034017169546824,3165208.9170000004,448510.10353890003,0.04605402264099762,3165208.9170000004,448510.10353890003,0.04726591147749444,2498849.145,354086.9238465
Skin/Body,North America,Tools,Frederic Malle,Bronzer,4694532.27,13.48,8.93,13.91,5351766.7878,0.0682075644152359,5351766.7878,721418.1629954401,0.07407683383288002,5351766.7878,721418.1629954401,0.0760261290912964,6102891.950999999,822669.8349947999
Skin/Body,North America,Tools,Frederic Malle,Hair Dye,3682573.85,7.29,6.53,9.49,4198134.189,0.05350466854661503,4198134.189,306043.98237810005,0.03142528202234725,4198134.189,306043.98237810005,0.032252222781974704,4787346.005,348997.52376450005
Skin/Body,North America,Tools,Frederic Malle,Face Make-Up,2408588.02,16.05,13.69,13.96,2745790.3428,0.03499473708462025,2745790.3428,440699.35001940007,0.04525199696400169,2745790.3428,440699.35001940007,0.046442780891333205,2167729.218,347920.539489
Skin/Body,North America,Tools,Frederic Malle,Tools,2528777.17,6.7,14.7,12.74,2882805.9738000003,0.03674098329598935,2882805.9738000003,193148.00024460003,0.019832869552194436,2503489.3983,167733.7896861,0.01767650358940076,3287410.321,220256.491507
Skin/Body,North America,Tools,Balmain,Lipstick,1060982.07,18.81,12.4,8.26,1209519.5598000002,0.01541516784225563,1209519.5598000002,227510.62919838002,0.023361301307365204,1050372.2493,197575.02009333,0.020821299980114213,954883.8630000001,179613.6546303
Skin/Body,North America,Tools,Balmain,Mascara,3160739.46,10.99,-3.9,5.69,3603242.9844000004,0.04592285832082009,3603242.9844000004,395996.40398556006,0.04066179827612931,3603242.9844000004,395996.40398556006,0.041731793394402854,4108961.298,451574.84665019996
Skin/Body,North America,Tools,Balmain,Toner,4112840.52,5.07,1.67,6.57,4688638.1928,0.05975607761611836,4688638.1928,237713.95637496002,0.02440900180975303,4071712.1148,206435.80422036,0.021755087279140047,5346692.676,271077.31867320003
Skin/Body,North America,Tools,Balmain,Bronzer,2918280.21,18.8,1.93,5.86,3326839.4394000005,0.0424001314629973,3326839.4394000005,625445.8146072001,0.06422217800526973,3326839.4394000005,625445.8146072001,0.06591215286776551,2626452.1890000002,493773.01153200003
Skin/Body,North America,Tools,Balmain,Hair Dye,3818755.62,11.78,-0.51,7.33,4353381.406800001,0.05548327393587053,4353381.406800001,512828.32972104003,0.05265836225664727,4353381.406800001,512828.32972104003,0.05404404102491684,4964382.306,584804.2356467999
Skin/Body,North America,Tools,Balmain,Face Make-Up,1133856.59,7.65,4.97,6.86,1292596.5126000002,0.016473972688244985,1292596.5126000002,98883.63321390002,0.010153593078337601,1122518.0241,85872.62884365,0.009049624615450088,1020470.9310000001,78066.02622150001
Skin/Body,North America,Tools,Balmain,Tools,4616806.55,10.44,6.61,9.85,5263159.467,0.06707827575585246,5263159.467,549473.8483548,0.05642120624061542,5263159.467,549473.8483548,0.057905902387957335,6001848.515,626592.984966
Skin/Body,Europe,Fragrance,Bobbi Brown,Lipstick,558925.05,14.95,-1.44,14.45,637174.5570000001,0.008120705995522734,637174.5570000001,95257.59627150002,0.009781263478346996,553335.7995000001,82723.70202525001,0.00871777724997665,503032.54500000004,75203.3654775
Skin/Body,Europe,Fragrance,Bobbi Brown,Mascara,1168982.27,11.22,-3.29,14.96,1332639.7878000003,0.016984318968435528,1332639.7878000003,149522.18419116005,0.015353272984794332,1157292.4473,129848.21258706003,0.01368395956573708,1052084.043,118043.82962460001
Skin/Body,Europe,Fragrance,Bobbi Brown,Toner,2759877.55,13.93,-3.66,11.5,3146260.407,0.04009867542561134,3146260.407,438274.0746951,0.04500296425812803,3146260.407,438274.0746951,0.046187195012927285,2483889.795,346005.8484435
Skin/Body,Europe,Fragrance,Bobbi Brown,Bronzer,1444575.17,18.47,-0.9,3.67,1646815.6938,0.020988449603399007,1646815.6938,304166.85864486,0.0312325347503717,1430129.4183,264144.90356000996,0.027836718794933206,1300117.653,240131.73050909996
Skin/Body,Europe,Fragrance,Bobbi Brown,Hair Dye,664473.51,12.08,6.3,1.92,757499.8014000001,0.00965423542301966,757499.8014000001,91505.97600912002,0.009396038701601049,657828.7749,79465.71600792,0.008374436760041223,598026.159,72241.5600072
Skin/Body,Europe,Fragrance,Bobbi Brown,Face Make-Up,3989874.28,11.8,5.49,7.17,4548456.6792,0.05796948264705249,4548456.6792,536717.8881456001,0.055111395657427065,4548456.6792,536717.8881456001,0.056561624786848196,5186836.564,612046.714552
Skin/Body,Europe,Fragrance,Bobbi Brown,Tools,2303433.77,13.39,-1.9,3.55,2625914.4978000005,0.0334669351934191,2625914.4978000005,351609.9512554201,0.036104097830011846,2625914.4978000005,351609.9512554201,0.03705415931439193,2073090.3930000002,277586.80362270004
Skin/Body,Europe,Fragrance,Aveda,Lipstick,4378035.29,19.19,2.47,4.79,4990960.2306,0.06360913225863307,4990960.2306,957765.2682521401,0.09834548430639664,4990960.2306,957765.2682521401,0.10093339710350151,5691445.877,1092188.4637963
Skin/Body,Europe,Fragrance,Aveda,Mascara,3397997.94,11.13,-4.49,3.19,3873717.6516000004,0.049370022410217436,3873717.6516000004,431144.7746230801,0.04427091174840615,3873717.6516000004,431144.7746230801,0.04543587890334189,4417397.322,491656.3219386
Skin/Body,Europe,Fragrance,Aveda,Toner,3721875.03,14.88,-4.46,4.11,4242937.534200001,0.05407568129341734,4242937.534200001,631349.1050889601,0.06482834110250704,4242937.534200001,631349.1050889601,0.06653426684721706,4838437.539,719959.5058032001
Skin/Body,Europe,Fragrance,Aveda,Bronzer,1539836.58,15.08,-4.61,2.46,1755413.7012000002,0.022372516936450104,1755413.7012000002,264716.38614096004,0.02718167181650006,1524438.2142,229885.28270136,0.024226293535879875,1385852.922,208986.6206376
Skin/Body,Europe,Fragrance,Aveda,Hair Dye,4099622.38,7.68,8.05,4.33,4673569.5132,0.05956402927484673,4673569.5132,358930.13861375995,0.03685575107411338,4673569.5132,358930.13861375995,0.0378255919419915,5329509.094,409306.29841919994
Skin/Body,Europe,Fragrance,Aveda,Face Make-Up,947486.27,8.65,9.45,12.98,1080134.3478,0.013766170318300228,1080134.3478,93431.62108470002,0.009593768253755042,938011.4073,81137.98673145,0.008550667795554382,852737.643,73761.8061195
Skin/Body,Europe,Fragrance,Aveda,Tools,4235989.39,10.96,8.36,3.87,4829027.9046,0.06154532604388313,4829027.9046,529261.45834416,0.05434575273391876,4829027.9046,529261.45834416,0.055775834348344835,5506786.2069999995,603543.7682872
Skin/Body,Europe,Fragrance,Elizabeth Arden,Lipstick,1819164.79,18.45,-4.74,2.2,2073847.8606000002,0.026430918451403915,2073847.8606000002,382624.93028070003,0.03928878538770568,2073847.8606000002,382624.93028070003,0.04032265035064366,1637248.311,302072.3133795
Skin/Body,Europe,Fragrance,Elizabeth Arden,Mascara,1435488.15,5.4,-1.37,9.16,1636456.4910000002,0.02085642292505379,1636456.4910000002,88368.65051400002,0.009073891088326819,1421133.2685,76741.19649900001,0.008087315250600913,1866134.595,100771.26813000001
Skin/Body,Europe,Fragrance,Elizabeth Arden,Toner,2396410.48,18.39,11.35,5.79,2731907.9472000003,0.03481780777703471,2731907.9472000003,502397.8714900801,0.05158733942854514,2731907.9472000003,502397.8714900801,0.052944834760611355,2156769.432,396629.8985448
Skin/Body,Europe,Fragrance,Elizabeth Arden,Bronzer,1667405.45,10.7,6.81,4.75,1900842.2130000002,0.024225984208047717,1900842.2130000002,203390.116791,0.020884553034010874,1650731.3954999999,176628.25931849997,0.018613840810941897,1500664.905,160571.144835
Skin/Body,Europe,Fragrance,Elizabeth Arden,Hair Dye,3308670.09,11.14,6.04,7.11,3771883.9026,0.04807216466155836,3771883.9026,420187.86674964003,0.043145831891124926,3771883.9026,420187.86674964003,0.044281193125860485,4301271.117,479161.60243379994
Skin/Body,Europe,Fragrance,Elizabeth Arden,Face Make-Up,1825095.92,19.23,10.27,2.96,2080609.3488,0.026517092729960976,2080609.3488,400101.17777424003,0.04108328564845033,2080609.3488,400101.17777424003,0.042164371998541395,1642586.328,315869.3508744
Skin/Body,Europe,Fragrance,Elizabeth Arden,Tools,4408105.89,12.31,12.89,12.2,5025240.7146000005,0.06404603252228912,5025240.7146000005,618607.13196726,0.0635199667448113,5025240.7146000005,618607.13196726,0.0651914632651643,5730537.657,705429.1855766999
Skin/Body,Europe,Fragrance,Kilian,Lipstick,2413460.77,5.34,0.37,8.58,2751345.2778000003,0.035065534001200896,2751345.2778000003,146921.83783452,0.015086263592947374,2389326.1623,127590.01706681999,0.013445981271120394,3137499.001,167542.4466534
Skin/Body,Europe,Fragrance,Kilian,Mascara,3350651.99,8.87,-2.21,12.69,3819743.2686000005,0.048682125991853786,3819743.2686000005,338811.22792482,0.03478989623367657,3819743.2686000005,338811.22792482,0.03570537515279585,4355847.587,386363.68096689996
Skin/Body,Europe,Fragrance,Kilian,Toner,4929809.81,12.89,-1.57,4.81,5619983.1834,0.07162594712985898,5619983.1834,724415.8323402602,0.07438464123964136,5619983.1834,724415.8323402602,0.0763420362977854,6408752.753,826088.2298617001
Skin/Body,Europe,Fragrance,Kilian,Bronzer,582758.04,18.71,-2.64,9.07,664344.1656000001,0.008466979086671956,664344.1656000001,124298.79338376003,0.012763278685533288,576930.4596000001,107943.68899116002,0.011375567257355777,524482.236,98130.62635560002
Skin/Body,Europe,Fragrance,Kilian,Hair Dye,1733248.49,13.31,8.03,12.62,1975903.2786000003,0.02518262762507017,1975903.2786000003,262992.72638166003,0.027004682569315146,1715916.0051,228388.42027881,0.024068547776754292,1559923.641,207625.8366171
Skin/Body,Europe,Fragrance,Kilian,Face Make-Up,1428895.72,5.16,-2.26,13.6,1628941.1208000001,0.020760640519477114,1628941.1208000001,84053.36183328001,0.008630787575081025,1414606.7628,72993.70896048,0.007692388998413737,1857564.436,95850.3248976
Skin/Body,Europe,Fragrance,Kilian,Tools,4432505.35,13.96,7.01,10.31,5053056.099,0.06440053594114557,5053056.099,705406.6314204001,0.07243273388539694,5053056.099,705406.6314204001,0.07433876546654516,5762256.955,804411.0709180001
Skin/Body,Europe,Fragrance,Frederic Malle,Lipstick,1289170.75,18.72,3.38,6.36,1469654.6550000003,0.018730555445273994,1469654.6550000003,275119.351416,0.02824987160627057,1276279.0425,238919.43675599998,0.025178351298796302,1160253.675,217199.48795999997
Skin/Body,Europe,Fragrance,Frederic Malle,Mascara,2835129.67,5.7,-1.67,11.33,3232047.8238000004,0.0411920247790887,3232047.8238000004,184226.7259566,0.01891681311376803,2806778.3733,159986.36727810002,0.016860047106423172,3685668.571,210083.108547
Skin/Body,Europe,Fragrance,Frederic Malle,Toner,872594.01,14.05,-0.09,6.45,994757.1714000001,0.012678049424809686,994757.1714000001,139763.38258170002,0.014351217363917784,863868.0699,121373.46382095001,0.012790854322817576,785334.609,110339.51256450002
Skin/Body,Europe,Fragrance,Frederic Malle,Bronzer,1799121.82,10.34,9.38,5.16,2050998.8748000003,0.026139711130051823,2050998.8748000003,212073.28365432002,0.021776160068420113,1781130.6018,184168.90422611998,0.01940850619723876,1619209.638,167426.27656919998
Skin/Body,Europe,Fragrance,Frederic Malle,Hair Dye,3048820.88,12.14,8.27,14.12,3475655.8032000004,0.04429677646312488,3475655.8032000004,421944.61450848007,0.04332621868826008,3475655.8032000004,421944.61450848007,0.044466326712378275,3963467.144,481164.9112816
Skin/Body,Europe,Fragrance,Frederic Malle,Face Make-Up,3796574.44,8.22,-4.38,4.67,4328094.8616,0.05516100024029405,4328094.8616,355769.39762352005,0.03653119910532097,4328094.8616,355769.39762352005,0.037492499548600164,4935546.772,405701.9446584
Skin/Body,Europe,Fragrance,Frederic Malle,Tools,3177850.69,5.77,4.93,9.36,3622749.7866,0.046171469951398765,3622749.7866,209032.66268682,0.02146394229277798,3146072.1831,181528.36496486998,0.01913023488519848,4131205.897,238370.58025689996
Skin/Body,Europe,Fragrance,Balmain,Lipstick,2004097.51,16.56,-2.87,2.05,2284671.1614,0.02911783371503778,2284671.1614,378341.54432784003,0.038848957718057575,2284671.1614,378341.54432784003,0.039871248833321396,1803687.759,298690.6928904
Skin/Body,Europe,Fragrance,Balmain,Mascara,3776849.4,12.43,8.77,7.09,4305608.316000001,0.05487441217166136,4305608.316000001,535187.1136788001,0.054954212304374334,4305608.316000001,535187.1136788001,0.05640030523157199,4909904.22,610301.0945459999
Skin/Body,Europe,Fragrance,Balmain,Toner,1608809.15,17.29,10.99,10.73,1834042.431,0.023374629764861734,1834042.431,317105.93631990004,0.032561148245358974,1834042.431,317105.93631990004,0.033417978763067985,1447928.2349999999,250346.79183149998
Skin/Body,Europe,Fragrance,Balmain,Bronzer,1724653.12,13.85,2.22,2.28,1966104.5568000004,0.02505774420341509,1966104.5568000004,272305.48111680005,0.027960937097447527,1707406.5888,236475.81254879996,0.02492083173669404,1552187.8080000002,214978.011408
Skin/Body,Europe,Fragrance,Balmain,Hair Dye,4627911.09,7.05,14.0,7.24,5275818.642600001,0.06723961528528583,5275818.642600001,371945.2143033,0.03819216821555775,5275818.642600001,371945.2143033,0.03919717623978276,6016284.417,424148.0513985
Skin/Body,Europe,Fragrance,Balmain,Face Make-Up,1333098.18,13.13,12.46,11.25,1519731.9252000002,0.019368783673135503,1519731.9252000002,199540.80177876,0.020489296741393916,1319767.1982,173285.43312366,0.018261559500524882,1199788.362,157532.2119306
Skin/Body,Europe,Fragrance,Balmain,Tools,4129525.17,14.88,8.85,12.89,4707658.6938000005,0.059998491401809656,4707658.6938000005,700499.6136374401,0.0719288703017383,4707658.6938000005,700499.6136374401,0.07382164296179482,5368382.721,798815.3488848001
Skin/Body,Europe,Hair Dye,Bobbi Brown,Lipstick,1623506.04,12.34,-0.58,14.83,1850796.8856000002,0.02358816308697449,1850796.8856000002,228388.33568304,0.023451426176343045,1607270.9796,198337.23888264,0.020901625853573344,1461155.436,180306.58080239999
Skin/Body,Europe,Hair Dye,Bobbi Brown,Mascara,4748267.03,5.59,9.11,13.95,5413024.4142,0.06898828481361485,5413024.4142,302588.06475378,0.031070420655211838,5413024.4142,302588.06475378,0.03188802341340807,6172747.139,345056.5650701
Skin/Body,Europe,Hair Dye,Bobbi Brown,Toner,1312589.05,13.52,13.31,1.48,1496351.5170000002,0.019070803443131577,1496351.5170000002,202306.7250984,0.02077330794689604,1299463.1595,175687.4191644,0.01851469105469944,1181330.145,159715.835604
Skin/Body,Europe,Hair Dye,Bobbi Brown,Bronzer,3638391.2,9.46,13.49,14.59,4147765.968000001,0.052862732189042444,4147765.968000001,392378.6605728001,0.04029032027434977,4147765.968000001,392378.6605728001,0.04135054013266676,4729908.5600000005,447449.3497760001
Skin/Body,Europe,Hair Dye,Bobbi Brown,Hair Dye,4749199.2,12.11,12.24,12.82,5414087.088,0.069001828451546,5414087.088,655645.9463568,0.06732319521844508,5414087.088,655645.9463568,0.06909477181574973,6173958.960000001,747666.4300560001
Skin/Body,Europe,Hair Dye,Bobbi Brown,Face Make-Up,1935952.13,17.43,-4.26,9.35,2206985.4282,0.02812773925437052,2206985.4282,384677.56013526,0.0394995540215661,2206985.4282,384677.56013526,0.040538965256899234,1742356.917,303692.8106331
Skin/Body,Europe,Hair Dye,Bobbi Brown,Tools,1535039.77,6.81,-3.46,10.75,1749945.3378,0.022302823363534764,1749945.3378,119171.27750417999,0.01223677386312905,1519689.3723,103490.84625362999,0.010906307659869266,1995551.7010000001,135897.0708381
Skin/Body,Europe,Hair Dye,Aveda,Lipstick,2029437.34,15.87,-3.69,5.41,2313558.5676,0.029485999910856934,2313558.5676,367161.74467811995,0.0377009908336385,2313558.5676,367161.74467811995,0.03869307376789846,1826493.6060000001,289864.5352722
Skin/Body,Europe,Hair Dye,Aveda,Mascara,2927710.82,16.86,1.38,9.76,3337590.3348000003,0.04253715021205576,3337590.3348000003,562717.7304472801,0.05778111773631907,3337590.3348000003,562717.7304472801,0.059301599282324494,2634939.738,444250.8398268
Skin/Body,Europe,Hair Dye,Aveda,Toner,4486899.87,14.24,-0.34,1.34,5115065.8518,0.06519084209165284,5115065.8518,728385.37729632,0.07479224301235145,5115065.8518,728385.37729632,0.07676036390962433,5832969.831,830614.9039344001
Skin/Body,Europe,Hair Dye,Aveda,Bronzer,4415444.93,5.32,12.49,8.41,5033607.2202,0.06415266253668797,5033607.2202,267787.90411464,0.02749706216598373,4371290.480699999,232552.65357323998,0.024507392477716734,5740078.409,305372.1713588
Skin/Body,Europe,Hair Dye,Aveda,Hair Dye,4725804.64,16.98,14.96,5.91,5387417.2896,0.06866192537571388,5387417.2896,914783.45577408,0.09393201546946996,5387417.2896,914783.45577408,0.09640379001616851,6143546.032,1043174.1162336
Skin/Body,Europe,Hair Dye,Aveda,Face Make-Up,3952347.3,11.03,4.6,9.79,4505675.922,0.05742424751851449,4505675.922,496976.0541966,0.051030615077367565,4505675.922,496976.0541966,0.05237346048337938,5138051.49,566727.079347
Skin/Body,Europe,Hair Dye,Aveda,Tools,4431547.01,19.76,10.37,6.85,5051963.5914,0.06438661207535401,5051963.5914,998268.0056606402,0.10250439615902933,5051963.5914,998268.0056606402,0.10520174866535284,5761011.113,1138375.7959288
Skin/Body,Europe,Hair Dye,Elizabeth Arden,Lipstick,2396106.51,16.06,-0.22,2.55,2731561.4214,0.03481339135125192,2731561.4214,438688.76427683997,0.0450455455137915,2731561.4214,438688.76427683997,0.04623089677328119,2156495.8589999997,346333.23495539994
Skin/Body,Europe,Hair Dye,Elizabeth Arden,Mascara,2095799.71,9.31,0.93,4.27,2389211.6694,0.030450188751446734,2389211.6694,222435.60642114,0.022840186594357808,2074841.7129,193167.76347099,0.020356844442264647,2724539.623,253654.63890130003
Skin/Body,Europe,Hair Dye,Elizabeth Arden,Toner,689419.35,5.27,14.75,6.99,785938.059,0.01001667727895607,785938.059,41418.9357093,0.004252989147560386,682525.1564999999,35969.07574754999,0.00379057492082458,620477.415,32699.1597705
Skin/Body,Europe,Hair Dye,Elizabeth Arden,Bronzer,2229469.91,15.19,-0.63,14.3,2541595.6974000004,0.032392303162963494,2541595.6974000004,386068.38643506006,0.03964236718317671,2541595.6974000004,386068.38643506006,0.040685536476250186,2006522.9190000002,304790.83139610005
Skin/Body,Europe,Hair Dye,Elizabeth Arden,Hair Dye,4038552.56,6.34,3.35,13.31,4603949.918400001,0.05867673668808668,4603949.918400001,291890.42482656,0.029971963011724886,3998167.0344000002,253483.78998096002,0.026713205084310226,5250118.328000001,332857.50199520006
Skin/Body,Europe,Hair Dye,Elizabeth Arden,Face Make-Up,4751294.1,12.01,7.27,3.34,5416475.274,0.06903226556827571,5416475.274,650518.6804074,0.06679671605943188,5416475.274,650518.6804074,0.06855443861796058,6176682.33,741819.547833
Skin/Body,Europe,Hair Dye,Elizabeth Arden,Tools,4960258.82,8.48,13.85,10.1,5654695.054800001,0.07206834536923783,5654695.054800001,479518.1406470401,0.04923799738708117,5654695.054800001,479518.1406470401,0.05053367094485078,6448336.466000001,546818.9323168001
Skin/Body,Europe,Hair Dye,Kilian,Lipstick,3234815.58,12.69,-0.39,3.47,3687689.7612000005,0.046999121393675854,3687689.7612000005,467967.83069628,0.048051985674556374,3687689.7612000005,467967.83069628,0.04931644992048004,4205260.254000001,533647.5262326
Skin/Body,Europe,Hair Dye,Kilian,Mascara,1492187.94,7.8,10.59,5.9,1701094.2516,0.021680222689615926,1701094.2516,132685.3516248,0.013624429281841762,1477266.0606,115226.7527268,0.012143087638942573,1939844.322,151307.857116
Skin/Body,Europe,Hair Dye,Kilian,Toner,760292.04,19.54,12.68,13.99,866732.9256000002,0.011046397236223731,866732.9256000002,169359.61366224004,0.017390224702920058,752689.1196,147075.45396984,0.015499439885522751,684262.836,133704.9581544
Skin/Body,Europe,Hair Dye,Kilian,Bronzer,4977085.2,7.61,2.92,11.62,5673877.1280000005,0.07231281837138533,5673877.1280000005,431782.04944080004,0.044336348554962435,5673877.1280000005,431782.04944080004,0.04550303764711047,6470210.760000001,492383.0388360001
Skin/Body,Europe,Hair Dye,Kilian,Hair Dye,3632092.78,7.31,11.32,4.14,4140585.7692000004,0.05277122149891266,4140585.7692000004,302676.81972852,0.03107953421493753,4140585.7692000004,302676.81972852,0.03189737679195216,4721720.614,345157.7768834
Skin/Body,Europe,Hair Dye,Kilian,Face Make-Up,1507179.27,13.05,6.86,9.12,1718184.3678000001,0.02189803397471016,1718184.3678000001,224223.0599979,0.023023726333695472,1492107.4773,194720.02578765,0.02052042847899023,1356461.343,177018.20526150003
Skin/Body,Europe,Hair Dye,Kilian,Tools,911690.77,18.16,0.31,2.81,1039327.4778000001,0.013246092122730474,1039327.4778000001,188741.86996848002,0.019380438220337012,902573.8623,163907.41339368,0.0172732637031862,820521.6930000001,149006.7394488
Skin/Body,Europe,Hair Dye,Frederic Malle,Lipstick,4499366.36,19.33,12.24,12.33,5129277.650400001,0.06537196959718533,5129277.650400001,991489.36982232,0.10180835063873926,5129277.650400001,991489.36982232,0.10448738705132418,5849176.268000001,1130645.7726044
Skin/Body,Europe,Hair Dye,Frederic Malle,Mascara,3448588.91,13.26,-3.26,6.72,3931391.3574000006,0.050105066211525516,3931391.3574000006,521302.49399124004,0.053528508436374245,3931391.3574000006,521302.49399124004,0.054937084671159424,4483165.583000001,594467.7563058
Skin/Body,Europe,Hair Dye,Frederic Malle,Toner,2177098.33,8.9,9.47,7.94,2481892.0962000005,0.0316313886115384,2481892.0962000005,220888.39656180007,0.022681315618363763,2155327.3467,191824.13385630003,0.020215247011291796,2830227.8290000004,251890.27678100005
Skin/Body,Europe,Hair Dye,Frederic Malle,Bronzer,864707.97,8.3,8.67,2.07,985767.0858000001,0.01256347196525776,985767.0858000001,81818.66812140001,0.008401324216305898,856060.8903,71053.0538949,0.0074878744739597745,778237.173,64593.685359
Skin/Body,Europe,Hair Dye,Frederic Malle,Hair Dye,4330431.11,12.43,4.61,9.29,4936691.465400001,0.06291748397781628,4936691.465400001,613630.7491492201,0.06300898060388836,4936691.465400001,613630.7491492201,0.06466703077657666,5629560.443000001,699754.3630649
Skin/Body,Europe,Hair Dye,Frederic Malle,Face Make-Up,4211064.35,10.22,8.56,8.92,4800613.359,0.06118318639427064,4800613.359,490622.6852898001,0.0503782369187226,4800613.359,490622.6852898001,0.05170391531602816,5474383.654999999,559482.009541
Skin/Body,Europe,Hair Dye,Frederic Malle,Tools,1701627.22,18.18,10.95,10.22,1939855.0308,0.02472319744409144,1939855.0308,352665.64459944,0.0362124987886164,1939855.0308,352665.64459944,0.03716541279062827,1531464.498,278420.24573639996
Skin/Body,Europe,Hair Dye,Balmain,Lipstick,4327617.78,18.01,9.17,12.72,4933484.269200001,0.0628766086837167,4933484.269200001,888520.5168829202,0.09123527804311293,4933484.269200001,888520.5168829202,0.09363608927771516,5625903.114000001,1013225.1508314002
Skin/Body,Europe,Hair Dye,Balmain,Mascara,3638621.58,15.2,7.37,11.54,4148028.6012000004,0.05286607941466285,4148028.6012000004,630500.3473824001,0.06474118875894506,4148028.6012000004,630500.3473824001,0.06644482113282274,4730208.0540000005,718991.624208
Skin/Body,Europe,Hair Dye,Balmain,Toner,1213722.97,18.21,12.44,1.41,1383644.1858,0.017634363318270774,1383644.1858,251961.60623418004,0.0258719824294095,1201585.7403,218808.76330863,0.023059002585320232,1092350.673,198917.0575533
Skin/Body,Europe,Hair Dye,Balmain,Bronzer,4216175.38,6.93,1.7,11.41,4806439.933200001,0.0612574453167582,4806439.933200001,333086.28737076005,0.03420204650673686,4806439.933200001,333086.28737076005,0.03510205645092708,5481027.994,379835.2399842
Skin/Body,Europe,Hair Dye,Balmain,Hair Dye,1223419.53,17.27,11.64,8.1,1394698.2642,0.017775246094821843,1394698.2642,240864.39022734002,0.024732495418529423,1211185.3347,209171.70730269,0.022043408438195494,1101077.577,190156.0975479
Skin/Body,Europe,Hair Dye,Balmain,Face Make-Up,528736.42,9.31,7.34,14.74,602759.5188000001,0.0076820908562699524,602759.5188000001,56116.91120028001,0.005762210212364588,523449.05580000003,48733.107094980005,0.005135703092973473,475862.77800000005,44302.82463180001
Skin/Body,Europe,Hair Dye,Balmain,Tools,3343160.87,8.9,7.68,8.56,3811203.3918000003,0.04857328638429428,3811203.3918000003,339197.1018702001,0.03482951863521644,3811203.3918000003,339197.1018702001,0.035746040198242755,4346109.131,386803.71265900007
