Portfolio,Geography,Category,Brand,Segment,Initial Sales ($),Margin (%),Trend (%),Contribution (%),Optimized Sales ($),Optimized Contribution (%),Optimized Sales for Margin ($),Optimized Margin ($),Optimized Margin Contribution (%),Optimized Sales for Target ($),Optimized Margin for Target ($),Optimized Margin Contribution for Target (%),Optimized Sales for Margin Target ($),Achieved Margin ($),Sales (Year 1),Margin (Year 1),Sales (Year 2),Margin (Year 2),Sales (Year 3),Margin (Year 3),Sales (Year 4),Margin (Year 4),Sales (Year 5),Margin (Year 5)
Skin/Body,North America,Make Up Brushes,Elizabeth Arden,Mascara,2077644.01,13.85,2.84,7.12,2368514.1714000003,0.030186401859370757,2368514.1714000003,328039.21273890004,0.03368380157193502,2368514.1714000003,328039.21273890004,0.034570174156888386,1869879.609,258978.32584649997,2136649.099884,295925.900333934,2197329.9343207055,304330.19590341765,2259734.1044554138,312973.17346707475,2323910.553021947,321861.6115935396,2389909.6127277706,331002.4813627962
Skin/Body,North America,Make Up Brushes,Elizabeth Arden,Toner,4568714.13,10.22,5.28,11.97,5208334.108200001,0.06637953376274766,5208334.108200001,532291.7458580402,0.054656909447383675,5208334.108200001,532291.7458580402,0.056095178996887395,5939328.369,606999.3593118001,4809942.236064,491576.09652574087,5063907.18612818,517531.3144223,5331281.485555747,544856.9678237974,5612773.14799309,573625.4157248938,5909127.570207124,603912.8376751681
Skin/Body,North America,Make Up Brushes,Elizabeth Arden,Bronzer,2284442.52,14.33,12.25,14.29,2604264.4728,0.03319100846990319,2604264.4728,373191.09895224,0.03832009844361197,2604264.4728,373191.09895224,0.03932847288853899,2055998.2680000002,294624.55180440005,2564286.7287000003,367462.2882227101,2878411.8529657507,412476.4185299921,3231017.304954055,463004.77979991614,3626816.924810927,519722.86532540584,4071101.9981002654,583388.9163277681
Skin/Body,North America,Make Up Brushes,Elizabeth Arden,Hair Dye,1161830.66,18.9,4.84,4.62,1324486.9524,0.016880412152656486,1324486.9524,250328.03400359998,0.02570424357157948,1150212.3534,217390.13479259994,0.02290950144960655,1045647.5939999999,197627.39526599995,1218063.263944,230213.95688541597,1277017.5259188896,241356.3123986701,1338825.1741733637,253037.9579187657,1403624.3126033547,265284.995082034,1471559.7293333567,278124.7888440044
Skin/Body,North America,Make Up Brushes,Elizabeth Arden,Face Make-Up,2566110.9,19.7,4.85,5.6,2925366.4260000004,0.03728341066625344,2925366.4260000004,576297.185922,0.059175486659004725,2925366.4260000004,576297.185922,0.06073266033382881,2309499.81,454971.46257,2690567.2786499998,530041.7538940499,2821059.7916645245,555748.7789579113,2957881.1915602544,582702.59473737,3101338.4293509265,610963.6705821324,3251753.3431744464,640595.4086053659
Skin/Body,North America,Make Up Brushes,Elizabeth Arden,Tools,3350303.84,8.6,-3.48,2.8,3819346.3776000002,0.04867706766821568,3819346.3776000002,328463.7884736,0.03372739795994146,3819346.3776000002,328463.7884736,0.034614917762290975,4355394.992,374563.9693119999,3233713.266368,278099.340907648,3121180.0446983934,268421.4838440618,3012562.97914289,259080.4162062885,2907725.7874687174,250064.41772230968,2806536.9300648062,241362.17598557333
Skin/Body,North America,Make Up Brushes,Kilian,Lipstick,1076206.28,7.28,-2.22,9.97,1226875.1592,0.015636362675845745,1226875.1592,89316.51158976002,0.009171219587950651,1065444.2172,77564.33901216001,0.008174061526444861,968585.652,70513.0354656,1052314.500584,76608.4956425152,1028953.1186710353,74907.78703925137,1006110.3594365383,73244.83416698,983774.709457047,71618.79884847303,961934.9109071008,70028.86151403694
Skin/Body,North America,Make Up Brushes,Kilian,Mascara,1318460.38,10.19,12.94,7.64,1503044.8332,0.01915610887850738,1503044.8332,153160.26850307998,0.01572683963568804,1305275.7762,133007.60159478,0.014016909481432588,1186614.342,120916.00144979998,1489069.1531719998,151736.14670822676,1681754.7015924563,171370.80409227128,1899373.7599785205,193546.18614181122,2145152.724519741,218591.06262856157,2422735.4870725954,246876.74613269744
Skin/Body,North America,Make Up Brushes,Kilian,Toner,3504009.82,7.58,-1.15,1.57,3994571.1948,0.050910284936494674,3994571.1948,302788.49656584003,0.031091001442885863,3468969.7218,262947.90491244,0.027710573961922072,4555212.766,345285.1276628,3463713.70707,262549.49899590603,3423880.999438695,259530.17975745312,3384506.3679451505,256545.58269024242,3345584.544713781,253595.30848930465,3307110.322449573,250678.96244167764
Skin/Body,North America,Make Up Brushes,Kilian,Bronzer,1260207.78,9.18,-1.46,2.24,1436636.8692,0.018309748104241158,1436636.8692,131883.26459256,0.013542069187718204,1247605.7022,114530.20346195999,0.012069682300619382,1134187.002,104118.3667836,1241808.7464120002,113998.0429206216,1223678.338714385,112333.67149398052,1205812.634969155,110693.59989016842,1188207.7704986054,109077.47333177197,1170859.9370493258,107484.9422211281
Skin/Body,North America,Make Up Brushes,Kilian,Hair Dye,1042861.42,11.91,-0.87,6.1,1188862.0188000002,0.015151890196893754,1188862.0188000002,141593.46643908002,0.014539134476013326,1032432.8058000001,122962.74717078001,0.012958339794232838,938575.278,111784.3156098,1033788.525646,123124.2134044386,1024794.5654728797,122053.03274781996,1015878.8527532656,120991.17136291394,1007040.7067343122,119938.54817205659,998279.4525857237,118895.08280295969
Skin/Body,North America,Make Up Brushes,Kilian,Face Make-Up,2765377.72,15.36,-4.21,12.19,3152530.6008000006,0.040178588221603216,3152530.6008000006,484228.70028288005,0.04972168820788768,3152530.6008000006,484228.70028288005,0.05103008985046805,2488839.9480000003,382285.81601280003,2648955.3179880003,406879.5368429568,2537434.2991007054,389749.9083418683,2430608.315108565,373341.4372006756,2328279.705042495,357623.76269452716,2230259.129460206,342567.8022850876
Skin/Body,North America,Make Up Brushes,Kilian,Tools,3325551.75,6.23,12.47,13.89,3791128.9950000006,0.04831744083512829,3791128.9950000006,236187.33638850003,0.024252245048052724,3292296.2325,205110.05528475,0.021615374190544063,4323217.275,269336.4362325,3740248.053225,233017.4537159175,4206656.985462158,262074.73019429244,4731227.111549289,294755.4490495207,5321211.132359486,331511.453545996,5984766.160564713,372850.93180318165
Skin/Body,North America,Make Up Brushes,Frederic Malle,Lipstick,774850.82,9.15,11.12,11.48,883329.9348,0.011257923937403961,883329.9348,80824.6890342,0.008299260215906814,767102.3117999999,70189.86152969999,0.007396907573549573,697365.738,63808.965027,861014.2311839999,78782.80215333599,956759.0136916606,87543.44975278694,1063150.6160141733,97278.28136529685,1181372.9645149494,108095.62625311787,1312741.6381690116,120115.85989246455
Skin/Body,North America,Make Up Brushes,Frederic Malle,Mascara,1330344.59,8.14,2.41,7.78,1516592.8326000003,0.01932877635046816,1516592.8326000003,123450.65657364002,0.012676190097009342,1317041.1441000002,107207.14912974,0.011297947539059945,1197310.131,97461.04466340001,1362405.8946190001,110899.8398219866,1395239.876679318,113572.52596169649,1428865.1577072896,116309.62383737336,1463300.8080080354,119112.68577185409,1498566.357481029,121983.30149895576
Skin/Body,North America,Make Up Brushes,Frederic Malle,Toner,3282146.47,10.53,4.25,11.46,3741646.9758000006,0.04768679900303766,3741646.9758000006,393995.42655174003,0.04045633342859488,3741646.9758000006,393995.42655174003,0.04152092184098823,4266790.411,449293.0302783,3421637.6949750003,360298.4492808675,3567057.297011438,375611.13337530434,3718657.2321344237,391574.60654375475,3876700.1645001364,408216.5273218643,4041459.921491392,425565.7297330435
Skin/Body,North America,Make Up Brushes,Frederic Malle,Bronzer,665074.41,8.79,9.27,13.53,758184.8274000001,0.009662965989367884,758184.8274000001,66644.44632846,0.00684320111384391,658423.6659,57875.440232609995,0.0060991612299728425,598566.969,52614.0365751,726726.807807,63879.2864062353,794094.382890709,69800.89625609331,867706.9321846777,76271.43933903317,948143.3647981973,83341.80176576153,1036036.2547149902,91067.58678944763
Skin/Body,North America,Make Up Brushes,Frederic Malle,Hair Dye,2802548.49,12.98,-2.86,7.26,3194905.278600001,0.04071864792155261,3194905.278600001,414698.7051622801,0.04258219247691841,3194905.278600001,414698.7051622801,0.04370272181913481,3643313.0370000005,472902.03220260004,2722395.603186,353366.9492935428,2644535.0889348807,343260.6545437475,2568901.3853913434,333443.39982379635,2495430.805769151,323906.9185888358,2424061.4847241538,314643.18071719515
Skin/Body,North America,Make Up Brushes,Frederic Malle,Face Make-Up,2896777.7,8.64,0.38,6.28,3302326.5780000007,0.04208771826577921,3302326.5780000007,285321.0163392001,0.029297401424755874,2867809.923,247778.7773472,0.02611198647184724,3765811.0100000002,325366.071264,2907785.45526,251232.66333446404,2918835.0399899883,252187.347455135,2929926.61314195,253145.65937546451,2941060.3342718896,254107.61288109128,2952236.363542123,255073.22181003945
Skin/Body,North America,Make Up Brushes,Frederic Malle,Tools,590320.39,9.83,-0.77,5.58,672965.2446000001,0.008576853605599387,672965.2446000001,66152.48354418001,0.006792685272557418,584417.1861,57448.20939363,0.006054137818334284,531288.351,52225.6449033,585774.922997,57581.674930605106,581264.456089923,57138.29603363943,576788.7197780306,56698.331154180414,572347.4466357398,56261.754004293216,567940.3712966446,55828.53849846016
Skin/Body,North America,Make Up Brushes,Balmain,Lipstick,1038929.59,18.36,6.87,10.51,1184379.7326,0.015094764048308399,1184379.7326,217452.11890535997,0.022328470927147747,1028540.2940999999,188839.99799675998,0.019900766021318725,935036.6309999999,171672.72545159998,1110304.052833,203851.82410013877,1186581.941262627,217856.44441581832,1268100.1206273695,232823.18214718503,1355218.5989144696,248818.1347606966,1448322.116659894,265911.9406187565
Skin/Body,North America,Make Up Brushes,Balmain,Mascara,4051270.57,12.48,-3.26,8.52,4618448.4498000005,0.05886151856547457,4618448.4498000005,576382.3665350401,0.05918423319526014,4618448.4498000005,576382.3665350401,0.06074163703086147,5266651.741,657278.1372768001,3919199.149418,489116.0538473664,3791433.2571469736,473170.87049194233,3667832.5329639823,457745.500113905,3548261.1923893564,442822.9968101917,3432587.8775174636,428386.9671141795
Skin/Body,North America,Make Up Brushes,Balmain,Toner,3140785.03,16.18,3.63,2.79,3580494.9342,0.04563293741042568,3580494.9342,579324.08035356,0.059486294963172356,3580494.9342,579324.08035356,0.0610516474048557,2826706.527,457361.1160686,3254795.5265889997,526625.9162021001,3372944.6042041807,545742.4369602364,3495382.493336792,565552.887421893,3622264.877844918,586082.4572353078,3753753.0929106884,607357.2504329494
Skin/Body,North America,Make Up Brushes,Balmain,Bronzer,1776991.58,10.45,7.92,8.99,2025770.4012000002,0.02581817754938594,2025770.4012000002,211693.0069254,0.021737112401610956,1759221.6642,183838.6639089,0.019373704061284944,1599292.422,167126.058099,1917729.313136,200402.713222712,2069613.4747363708,216274.60810995076,2233526.8619354917,233403.55707225887,2410422.1894007823,251889.11879238175,2601327.626801324,271838.7370007383
Skin/Body,North America,Make Up Brushes,Balmain,Hair Dye,2102435.27,19.8,7.12,4.32,2396776.2078000004,0.03054659779927104,2396776.2078000004,474561.6891444001,0.048729057838293975,2396776.2078000004,474561.6891444001,0.05001133890345908,1892191.743,374653.965114,2252128.6612239997,445921.47492235195,2412480.2219031486,477671.0839368234,2584248.813702652,511681.26511312515,2768247.3292382816,548112.9711891798,2965346.5390800466,587138.6147378492
Skin/Body,North America,Make Up Brushes,Balmain,Face Make-Up,958021.13,7.29,-0.08,3.25,1092144.0882,0.013919232881454255,1092144.0882,79617.30402978002,0.008175283217638064,948440.9187,69141.34297323001,0.007286410207087633,862219.017,62855.766339300004,957254.713096,69783.8685846984,956488.9093255232,69728.04148983065,955723.7181980627,69672.25905663878,954959.1392235042,69616.52124939347,954195.1719121254,69560.82803239395
Skin/Body,North America,Make Up Brushes,Balmain,Tools,1339551.61,9.28,-1.53,13.55,1527088.8354000002,0.019462546526835985,1527088.8354000002,141713.84392512002,0.014551495106072293,1326156.0939,123067.28551392,0.012969356491591205,1205596.449,111879.3504672,1319056.4703670002,122408.4404500576,1298874.906370385,120535.59131117172,1279002.1203029181,118691.39676411079,1259433.3878622835,116875.4183936199,1240164.0570279907,115087.22449219752
Skin/Body,North America,Tools,Bobbi Brown,Lipstick,861051.86,12.87,3.21,14.75,981599.1204000001,0.012510351793962359,981599.1204000001,126331.80679547999,0.012972033059078144,852441.3414,109709.20063817999,0.011561624419863586,774946.674,99735.63694379998,888691.624706,114374.61209966218,917218.6258590627,118046.03714806134,946661.3437491385,121835.31494051412,977049.1728834859,125746.22855010461,1008412.4513330458,129782.68248656298
Skin/Body,North America,Tools,Bobbi Brown,Mascara,1004175.06,10.97,14.39,13.12,1144759.5684000002,0.014589810262210292,1144759.5684000002,125580.12465348003,0.012894848652052858,994133.3094,109056.42404118001,0.011492832032345598,903757.5540000001,99142.20367380002,1148675.8511339999,126009.7408693998,1313970.3061121826,144142.54258050644,1503050.6331617255,164884.6544578413,1719339.6192736975,188611.5562343246,1966752.5904871826,215752.75917644394
Skin/Body,North America,Tools,Bobbi Brown,Toner,4176824.32,8.87,-1.58,10.36,4761579.7248,0.06068570785594448,4761579.7248,422352.12158975995,0.04336806242867875,4761579.7248,422352.12158975995,0.044509271550138334,5429871.616,481629.6123392,4110830.4957439997,364630.6649724927,4045879.3739112443,358869.5004659273,3981954.4798034467,353199.3623585657,3919039.599022552,347618.8124333003,3857118.7733579953,342126.4351968541
Skin/Body,North America,Tools,Bobbi Brown,Bronzer,4682191.95,13.35,6.43,4.92,5337698.823000001,0.06802827005258269,5337698.823000001,712582.7928705001,0.07316959822644671,5337698.823000001,712582.7928705001,0.07509502002842088,6086849.535,812594.4129225,4983256.892385,665264.7951333976,5303680.310565356,708041.3214604751,5644706.9545347085,753568.3784303836,6007661.61171129,802022.8251634572,6393954.253344326,853592.8928214676
Skin/Body,North America,Tools,Bobbi Brown,Hair Dye,3962718.2,7.81,1.47,6.96,4517498.748000001,0.05757492788220363,4517498.748000001,352816.65221880004,0.03622800458941351,4517498.748000001,352816.65221880004,0.03718132661890724,5151533.66,402334.77884600003,4020970.15754,314037.769303874,4080078.418855837,318654.1245126409,4140055.5716130184,323338.3401429767,4200914.388515729,328091.4137430785,4262667.830026911,332914.35752510175
Skin/Body,North America,Tools,Bobbi Brown,Face Make-Up,2784246.7,8.64,-2.7,9.55,3174041.2380000004,0.04045273846592559,3174041.2380000004,274237.16296320007,0.028159286518759045,2756404.233,238153.32573120002,0.02509761524492726,3619520.7100000004,312726.58934400004,2709072.0391,234063.82417824003,2635927.0940443,227744.1009254275,2564757.062505104,221595.010200441,2495508.621817466,215611.94492502906,2428129.8890283946,209790.4224120533
Skin/Body,North America,Tools,Bobbi Brown,Tools,1798837.49,13.72,-1.91,7.74,2050674.7386000003,0.026135580056778747,2050674.7386000003,281352.5741359201,0.028889912885172737,1780849.1151,244332.49859172004,0.025748802888471933,1618953.741,222120.45326520002,1764479.693941,242086.61400870522,1730778.1317867269,237462.75968113897,1697720.2694696004,232927.2209712292,1665293.812322731,228478.31105067872,1633486.7005073668,224114.37530961074
Skin/Body,North America,Tools,Aveda,Lipstick,2896652.45,5.78,1.73,2.88,3302183.7930000005,0.0420858984897181,3302183.7930000005,190866.22323540004,0.019598571574926484,2867685.9255000004,165752.24649390002,0.01746768009942283,3765648.1850000005,217654.46509300004,2946764.5373850004,170322.99026085302,2997743.5638817614,173269.5779923658,3049604.527536916,176267.14169163376,3102362.685863305,179316.56324289902,3156033.56032874,182418.7397870012
Skin/Body,North America,Tools,Aveda,Mascara,785187.37,19.85,1.45,12.34,895113.6018000001,0.011408105224784122,895113.6018000001,177680.0499573,0.01824458574962151,777335.4963,154301.09601555002,0.016260908924025628,706668.633,140273.7236505,796572.586865,158119.6584927025,808122.8893745425,160412.3935408467,819840.6712704733,162738.37324718895,831728.3610038952,165098.0796592732,843788.4222384515,167492.00181433265
Skin/Body,North America,Tools,Aveda,Toner,1645882.95,15.22,10.2,9.34,1876306.563,0.023913280573117347,1876306.563,285573.8588886,0.02932336386440393,1876306.563,285573.8588886,0.03009499368690222,1481294.655,225453.04649100002,1813763.0109,276054.73025898,1998766.8380118003,304212.312745396,2202641.055489004,335241.96864542644,2427310.4431488826,369436.64944725996,2674896.108350069,407119.1876908805
Skin/Body,North America,Tools,Aveda,Bronzer,2622092.85,11.18,1.98,14.01,2989185.8490000004,0.03809678082564432,2989185.8490000004,334190.9779182,0.034315478608002076,2989185.8490000004,334190.9779182,0.03521847346185579,3408720.705,381094.974819,2674010.28843,298954.35024647403,2726955.692140914,304873.6463813542,2780949.4148453046,310910.144579705,2836012.2132592415,317066.1654423832,2892165.255081775,323344.07551814243
Skin/Body,North America,Tools,Aveda,Hair Dye,4237787.34,19.48,-2.51,11.23,4831077.567600001,0.06157144872946441,4831077.567600001,941093.9101684801,0.09663363189419236,4831077.567600001,941093.9101684801,0.09917649814141706,5509123.542,1073177.2659816002,4131418.8777659996,804800.3973888167,4027720.263934073,784599.9074143574,3926624.485309328,764906.4497382571,3828066.2107280637,745707.2978498269,3731981.7488387893,726990.0446737962
Skin/Body,North America,Tools,Aveda,Face Make-Up,4722532.06,7.72,-3.67,11.38,5383686.5484,0.06861437756939023,5383686.5484,415620.60153647995,0.04267685486279345,5383686.5484,415620.60153647995,0.043799875198892675,6139291.677999999,473953.3175415999,4549215.133398,351199.40829832555,4382258.938002293,338310.39001377695,4221430.034977609,325894.3987002714,4066503.5526939314,313934.07426797145,3917262.8723100643,302412.69374233694
Skin/Body,North America,Tools,Aveda,Tools,3085129.01,17.63,-2.2,12.13,3517047.0714000002,0.04482430273695572,3517047.0714000002,620055.39868782,0.06366867801756211,3517047.0714000002,620055.39868782,0.06534408780153407,2776616.1089999997,489517.4200166999,3017256.1717799995,531942.2630848138,2950876.53600084,520239.533296948,2885957.252208821,508794.2635644151,2822466.192660227,497600.78976599796,2760371.9364217017,486653.572391146
Skin/Body,North America,Tools,Elizabeth Arden,Lipstick,1407322.94,7.45,-1.71,12.4,1604348.1516000002,0.020447206358875272,1604348.1516000002,119523.9372942,0.01227298576075633,1393249.7105999999,103797.10343969999,0.010938582350967447,1266590.646,94361.00312699999,1383257.717726,103052.69997058698,1359604.0107528854,101290.49880108995,1336354.782169011,99558.43127159131,1313503.1153939208,97855.98209684709,1291042.2121206848,96182.64480299101
Skin/Body,North America,Tools,Elizabeth Arden,Mascara,3493387.49,12.85,2.18,13.28,3982461.7386000007,0.05075595150857368,3982461.7386000007,511746.3334101001,0.05254726045044864,3982461.7386000007,511746.3334101001,0.05393001562961729,4541403.737000001,583570.3802045,3569543.3372820006,458686.3188407371,3647359.3820347483,468685.68059146515,3726871.8165631057,478903.0284283591,3808117.6221641814,489343.1144480973,3891134.5863273614,500010.79434306594
Skin/Body,North America,Tools,Elizabeth Arden,Toner,2266002.98,17.25,3.78,6.28,2583243.3972000005,0.03292309762383773,2583243.3972000005,445609.48601700005,0.04575618073292816,2583243.3972000005,445609.48601700005,0.04696023200686842,2039402.682,351796.96264499996,2351657.8926440002,405660.98648109,2440550.5609859433,420994.9717700752,2532803.3721912126,436908.5817029841,2628543.33966004,453423.7260913569,2727902.27789919,470563.1429376102
Skin/Body,North America,Tools,Elizabeth Arden,Bronzer,2582059.04,9.52,9.95,8.04,2943547.3056000005,0.037515123587539466,2943547.3056000005,280225.70349312003,0.028774203282005483,2943547.3056000005,280225.70349312003,0.02953138221528525,3356676.7520000003,319555.6267904,2838973.91448,270270.316658496,3121451.81897076,297162.2131660163,3432036.2749583498,326729.8533760349,3773523.884316705,359239.4737869503,4148989.510806218,394983.8014287519
Skin/Body,North America,Tools,Elizabeth Arden,Hair Dye,1544957.13,18.49,2.68,8.61,1761251.1282000002,0.022446914176447442,1761251.1282000002,325655.33360418,0.03343901951958539,1761251.1282000002,325655.33360418,0.03431895078585244,1390461.417,257096.31600329996,1586361.9810839999,293318.33030243154,1628876.482177051,301179.2615545367,1672530.3718993957,309250.86576419824,1717354.1858662996,317538.7889666788,1763379.278047516,326048.82851098565
Skin/Body,North America,Tools,Elizabeth Arden,Face Make-Up,4579124.5,14.36,-2.66,14.16,5220201.930000001,0.06653078759199474,5220201.930000001,749620.9971480002,0.07697276405240885,5220201.930000001,749620.9971480002,0.07899826428279214,5952861.850000001,854830.9616600001,4457319.7883,640071.12159988,4338755.08193122,623045.2297653232,4223344.19675185,606472.2266535657,4111003.241118251,590340.0654245808,4001650.5549045056,574637.019684287
Skin/Body,North America,Tools,Elizabeth Arden,Tools,3324686.24,10.02,-2.21,12.12,3790142.3136000005,0.0483048657103487,3790142.3136000005,379772.25982272,0.03899586679161942,3790142.3136000005,379772.25982272,0.04002202374652157,4322092.112000001,433073.62962240004,3251210.6740960004,325771.30954441923,3179358.9181984784,318571.7636034875,3109095.086106292,311531.32762785046,3040384.084703343,304646.48528727493,2973191.596431399,297913.7979624262
Skin/Body,North America,Tools,Kilian,Lipstick,3290327.4,13.0,12.88,12.04,3750973.2360000005,0.04780566096368865,3750973.2360000005,487626.5206800001,0.05007058402152555,3750973.2360000005,487626.5206800001,0.05138816668494626,4277425.62,556065.3306,3714121.56912,482835.8039856,4192500.427222656,545025.0555389454,4732494.482248934,615224.2826923614,5342039.771562597,694465.1703031376,6030094.49413986,783912.2842381819
Skin/Body,North America,Tools,Kilian,Mascara,1182536.96,9.68,-0.03,11.42,1348092.1344,0.017181257095203063,1348092.1344,130495.31860992001,0.013399551783529022,1170711.5903999999,113324.88195071998,0.01194266036866585,1064283.264,103022.61995519999,1182182.198912,114435.2368546816,1181827.5442523265,114400.9062836252,1181472.9959890507,114366.5860117401,1181118.554090254,114332.27603593658,1180764.2185240272,114297.97635312582
Skin/Body,North America,Tools,Kilian,Toner,650895.96,13.55,10.25,13.27,742021.3944,0.009456965159878815,742021.3944,100543.89894120001,0.01032407288423681,644387.0003999999,87314.4385542,0.009201568684510145,585806.364,79376.762322,717612.7959,97236.53384445001,791168.10747975,107203.27856350613,872262.8384964245,118191.61461626552,961669.779442308,130306.25511443274,1060240.9318351445,143662.64626366209
Skin/Body,North America,Tools,Kilian,Bronzer,2039367.87,17.32,-2.79,12.85,2324879.3718000003,0.02963028207267759,2324879.3718000003,402669.10719576007,0.0413469663967457,2324879.3718000003,402669.10719576007,0.04243499137536329,1835431.083,317896.6635756,1982469.506427,343363.7185131564,1927158.6071976866,333783.8707666393,1873390.882056871,324471.30077225005,1821123.2764474843,315418.5514807043,1770313.9370345995,306618.37389439263
Skin/Body,North America,Tools,Kilian,Hair Dye,1073698.98,10.96,10.95,3.1,1224016.8372000002,0.01559993373757831,1224016.8372000002,134152.24535712003,0.013775053217907328,1062961.9902,116500.63412591998,0.012277334704880542,966329.082,105909.66738720001,1191269.01831,130563.084406776,1321712.9758149448,144859.74214931796,1466440.5466666813,160721.8839146683,1627015.7865266828,178320.93020332445,1805174.0151513543,197847.07206058843
Skin/Body,North America,Tools,Kilian,Face Make-Up,1531631.28,15.83,9.4,9.98,1746059.6592,0.022253300900409022,1746059.6592,276401.24405136,0.0283814992150722,1746059.6592,276401.24405136,0.029128344334985144,1378468.152,218211.5084616,1675604.6203200002,265248.21139665606,1833111.4546300804,290181.54326794174,2005423.931365308,317458.6083351282,2193933.7809136473,347299.7175186304,2400163.55631953,379945.89096538164
Skin/Body,North America,Tools,Kilian,Tools,3622768.0,13.14,0.04,5.84,4129955.5200000005,0.05263574036981864,4129955.5200000005,542676.1553280001,0.055723203885500935,4129955.5200000005,542676.1553280001,0.05718953244596329,4709598.4,618841.2297600001,3624217.1072,476222.12788608007,3625666.7940428792,476412.6167372344,3627117.060760497,476603.1817839294,3628567.907584801,476793.8230566429,3630019.3347478346,476984.5405858655
Skin/Body,North America,Tools,Frederic Malle,Lipstick,1317189.73,18.63,6.67,6.61,1501596.2922000003,0.01913764741382046,1501596.2922000003,279747.38923686004,0.028725088902165432,1304017.8327,242938.52223200997,0.025601899702345467,1185470.757,220853.20202909998,1405046.2849909998,261760.12289382325,1498762.8721998995,279219.52309084125,1598730.355775633,297843.4652810004,1705365.6705058678,317709.62441524316,1819113.5607286089,338900.8563637398
Skin/Body,North America,Tools,Frederic Malle,Mascara,2579026.12,19.21,-1.93,9.21,2940089.7768000006,0.03747105783734998,2940089.7768000006,564791.2461232801,0.05799403097313467,2940089.7768000006,564791.2461232801,0.05952011522570172,2321123.5080000004,445887.8258868001,2529250.9158840002,485869.1009413165,2480436.3732074387,476491.827293149,2432563.9512045356,467295.5350263913,2385615.466946288,458276.731200382,2339573.0884342245,449431.9902882146
Skin/Body,North America,Tools,Frederic Malle,Toner,2776499.05,14.17,-4.64,13.21,3165208.9170000004,0.04034017169546824,3165208.9170000004,448510.10353890003,0.04605402264099762,3165208.9170000004,448510.10353890003,0.04726591147749444,2498849.145,354086.9238465,2647669.4940799996,375174.76731113595,2524817.629554688,357766.65810789925,2407666.0915433504,341166.2851716927,2295950.3848957387,325336.16953972616,2189418.2870365763,310240.57127308287
Skin/Body,North America,Tools,Frederic Malle,Bronzer,4694532.27,13.48,8.93,13.91,5351766.7878,0.0682075644152359,5351766.7878,721418.1629954401,0.07407683383288002,5351766.7878,721418.1629954401,0.0760261290912964,6102891.950999999,822669.8349947999,5113754.001710999,689334.0394306426,5570412.234063791,750891.5691517991,6067850.046565687,817946.1862770547,6609709.055724002,890988.7807115956,7199956.074400156,970554.078829141
Skin/Body,North America,Tools,Frederic Malle,Hair Dye,3682573.85,7.29,6.53,9.49,4198134.189,0.05350466854661503,4198134.189,306043.98237810005,0.03142528202234725,4198134.189,306043.98237810005,0.032252222781974704,4787346.005,348997.52376450005,3923045.922405,285990.04774332454,4179220.8211380458,304665.1978609636,4452123.94075836,324559.83528128447,4742847.63408988,345753.59252515226,5052555.584595948,368331.3021170447
Skin/Body,North America,Tools,Frederic Malle,Face Make-Up,2408588.02,16.05,13.69,13.96,2745790.3428,0.03499473708462025,2745790.3428,440699.35001940007,0.04525199696400169,2745790.3428,440699.35001940007,0.046442780891333205,2167729.218,347920.539489,2738323.719938,439500.95705004904,3113200.2371975123,499668.63807020074,3539397.349669852,568073.2746220112,4023940.8468396547,645842.5059177646,4574818.348772003,734258.3449779066
Skin/Body,North America,Tools,Frederic Malle,Tools,2528777.17,6.7,14.7,12.74,2882805.9738000003,0.03674098329598935,2882805.9738000003,193148.00024460003,0.019832869552194436,2503489.3983,167733.7896861,0.01767650358940076,3287410.321,220256.491507,2900507.41399,194333.99673733,3326882.00384653,222901.09425771752,3815933.65841197,255667.555113602,4376875.9061985295,293250.6857153015,5020276.664409714,336358.53651545086
Skin/Body,North America,Tools,Balmain,Lipstick,1060982.07,18.81,12.4,8.26,1209519.5598000002,0.01541516784225563,1209519.5598000002,227510.62919838002,0.023361301307365204,1050372.2493,197575.02009333,0.020821299980114213,954883.8630000001,179613.6546303,1192543.8466800002,224317.49756050803,1340419.2836683204,252132.86725801104,1506631.2748431922,283397.34279800445,1693453.5529237483,318538.61330495705,1903441.7934862932,358037.40135477175
Skin/Body,North America,Tools,Balmain,Mascara,3160739.46,10.99,-3.9,5.69,3603242.9844000004,0.04592285832082009,3603242.9844000004,395996.40398556006,0.04066179827612931,3603242.9844000004,395996.40398556006,0.041731793394402854,4108961.298,451574.84665019996,3037470.62106,333818.021254494,2919009.2668386595,320799.1184255687,2805167.905431952,308287.9528069715,2695766.357120106,296264.72264749964,2590631.4691924215,284710.3984642471
Skin/Body,North America,Tools,Balmain,Toner,4112840.52,5.07,1.67,6.57,4688638.1928,0.05975607761611836,4688638.1928,237713.95637496002,0.02440900180975303,4071712.1148,206435.80422036,0.021755087279140047,5346692.676,271077.31867320003,4181524.956684,212003.3153038788,4251356.423460622,215543.77066945357,4322354.075732414,219143.3516396334,4394537.388797145,222803.04561201527,4467926.1631900575,226523.8564737359
