Portfolio,Geography,Category,Brand,Segment,Initial Sales ($),Margin (%),Trend (%),Contribution (%),Optimized Sales ($),Optimized Contribution (%),Optimized Sales for Margin ($),Optimized Margin ($),Optimized Sales for Target ($),Optimized Margin for Target ($),Optimized Sales for Margin Target ($),Achieved Margin ($),Sales (Year 1),Margin (Year 1),Sales (Year 2),Margin (Year 2),Sales (Year 3),Margin (Year 3),Sales (Year 4),Margin (Year 4),Sales (Year 5),Margin (Year 5)
Skin/Body,Europe,Fragrance,Aveda,Lipstick,4378035.294560827,19.19173193200449,2.466186325595059,4.790425424009753,4990960.235799342,0.06360913232474726,4990960.235799342,957851.709287549,4990960.235799342,957851.709287549,5253642.353472993,1008264.9571447886,4486005.802325011,860942.2080363835,4596639.063987352,882174.6470422529,4710000.748020369,903930.7175554754,4826158.142403471,926223.3333046818,4945180.194563018,949065.7264951125
Skin/Body,Europe,Fragrance,Aveda,Mascara,3397997.944575571,11.131012566471446,-4.492272886793103,3.186136363126665,3873717.6568161505,0.04937002247657956,3873717.6568161505,431183.99916982895,3873717.6568161505,431183.99916982895,4077597.533490685,453877.89386297786,3245350.604217616,361240.3835815198,3099560.598942972,345012.4797737398,2960319.8785469346,329513.5776888115,2827334.231280624,314710.9285799951,2700322.6621897845,300573.2548636212
Skin/Body,Europe,Fragrance,Aveda,Toner,3721875.0298132887,14.88385912865227,-4.45808014993033,4.107610267061292,4242937.533987149,0.054075681290576404,4242937.533987149,631512.8454753598,4242937.533987149,631512.8454753598,4466250.035775946,664750.3636582736,3555950.857903969,529262.7163745287,3397423.7185664745,505667.7602748537,3245963.846160038,483124.6862294432,3101256.176260462,461586.60049323516,2962999.690268106,441008.699881908
Skin/Body,Europe,Fragrance,Aveda,Bronzer,1539836.5846463214,15.078391153980926,-4.605789244912717,2.4575201477840336,1755413.7064968061,0.022372517003904174,1755413.7064968061,264688.14503618306,1524438.2187998581,229860.7575314222,1385852.9261816894,208964.32502856565,1468914.9568414497,221488.74291188386,1401259.829742332,211287.43821215595,1336720.7552107773,201555.98410712884,1275154.2144327634,192272.74026864476,1216423.298768368,183417.06307645256
Skin/Body,Europe,Fragrance,Aveda,Hair Dye,4099622.3841793523,7.678169930815004,8.054922157037494,4.334558934654171,4673569.517964461,0.05956402933542798,4673569.517964461,358844.60942408297,4673569.517964461,358844.60942408297,4919546.861015223,377731.16781482426,4429843.775957484,340130.9327876475,4786664.24378923,367528.21465569804,5172226.322545199,397132.32625136414,5588845.126612018,429121.0259913437,6039022.251037999,463686.39059442707
Skin/Body,Europe,Fragrance,Aveda,Face Make-Up,947486.2674170532,8.647582864991811,9.445338637113183,12.979750553488,1080134.3448554405,0.013766170280739577,1080134.3448554405,93405.51252461063,938011.4047428827,81115.3135082145,1136983.520900464,98321.5921311691,1036979.5539147378,89673.66621779939,1134925.7843796103,98143.64766038509,1242123.3679941779,107413.6475327237,1359446.1263919435,117559.23028466463,1487850.4166187802,128663.0976842349
Skin/Body,Europe,Fragrance,Aveda,Tools,4235989.390551463,10.957752944276823,8.361702731412922,3.8697801358214936,4829027.905228667,0.061545326051749547,4829027.905228667,529152.9474651436,4829027.905228667,529152.9474651436,5083187.268661755,557003.1025948881,4590190.231123566,502981.7051988496,4974008.293056474,545039.5401809692,5389920.080357683,590614.1262995617,5840609.174937924,639999.5238304627,6328983.5518498635,693514.3814956243
Skin/Body,Europe,Fragrance,Elizabeth Arden,Lipstick,1819164.7861745597,18.445037277816795,-4.73996152978528,2.197119431962553,2073847.856238998,0.026430918395760866,2073847.856238998,382522.0101684876,2073847.856238998,382522.0101684876,1637248.3075571037,301991.0606593323,1732937.0751464851,319640.8895118772,1650796.5244491557,304490.0343155508,1572549.4042552332,290057.3238269637,1498011.1674566676,276308.71826324094,1427006.0144073342,263211.79131412046
Skin/Body,Europe,Fragrance,Elizabeth Arden,Mascara,1435488.148157123,5.397983058107296,-1.3712912982040537,9.162581853575691,1636456.4888991201,0.020856422898228918,1636456.4888991201,88335.64402407201,1421133.2666755517,76712.53296827305,1722585.7777885476,92984.88844639159,1415803.4240946937,76424.82896873455,1396388.6349404082,75376.82193941897,1377240.07910036,74343.18613930095,1358354.105740278,73323.72449696508,1339727.114089464,72318.24264341907
Skin/Body,Europe,Fragrance,Elizabeth Arden,Toner,2396410.477666241,18.390075666154623,11.348871234768819,5.785442923770264,2731907.944539515,0.034817807743044646,2731907.944539515,502399.93813050626,2731907.944539515,502399.93813050626,2875692.573199489,528842.040137375,2668376.0170330913,490716.36858990847,2971206.5752656297,546407.1373891108,3308404.9836115106,608418.1798289872,3683871.605126255,677466.7756267032,4101949.4500462455,754351.607650918
Skin/Body,Europe,Fragrance,Elizabeth Arden,Bronzer,1667405.450440816,10.695386122509003,6.805898850296154,4.752890971520268,1900842.2135025302,0.024225984214394976,1900842.2135025302,203302.41431374257,1650731.3959364078,176552.0966408817,2000886.5405289792,214002.5413828869,1780887.378822143,190472.7815720578,1902092.7724624681,203436.16642319754,2031547.2825950573,217281.8261348805,2169812.335744417,232069.80744169682,2317487.5685564303,247864.24379825575
Skin/Body,Europe,Fragrance,Elizabeth Arden,Hair Dye,3308670.085321103,11.141174782868607,6.040943617039606,7.105771407894434,3771883.8972660573,0.04807216459346402,3771883.8972660573,420232.1776012876,3771883.8972660573,420232.1776012876,3970404.1023853235,442349.6606329343,3508544.979649207,390893.12851827993,3720494.203648289,414506.7620149514,3945247.1607659087,439546.8817970911,4183577.3173006326,466099.661096909,4436304.864214022,494256.47882298596
Skin/Body,Europe,Fragrance,Elizabeth Arden,Face Make-Up,1825095.9179386296,19.22679960443235,10.272115883195216,2.961584460730336,2080609.3464500376,0.026517092699948168,2080609.3464500376,400034.58959303837,2080609.3464500376,400034.58959303837,1642586.3261447668,315816.78125766193,2012571.885608751,386953.1633411401,2219305.6019310886,426701.44069323153,2447275.245163693,470532.7071565038,2698662.1943276576,518866.3721039555,2975871.902224973,572164.9271254046
Skin/Body,Europe,Fragrance,Elizabeth Arden,Tools,4408105.891540607,12.311467973742705,12.891044537881829,12.197973583262414,5025240.716356292,0.06404603254452103,5025240.716356292,618680.9013976834,5025240.716356292,618680.9013976834,5289727.069848728,651243.0541028245,4976356.7852961,612662.5718809013,5617861.154852525,691641.1768890007,6342062.138400926,780800.9490440917,7159620.193282331,881454.3471375697,8082570.021141539,995083.0196081696
Skin/Body,Europe,Fragrance,Kilian,Lipstick,2413460.7701115506,5.337039624801761,0.3735471876989216,8.582879005252137,2751345.2779271672,0.03506553400273851,2751345.2779271672,146840.38769808508,2389326.1624104353,127519.28405360022,2896152.9241338605,154568.82915587904,2422476.1849445193,129288.513891875,2431525.276606056,129771.46749953584,2440608.1708950065,130256.22516681599,2449724.994080135,130742.79363272942,2458875.8729018793,131231.17966146348
Skin/Body,Europe,Fragrance,Kilian,Mascara,3350651.9892176627,8.868315281498035,-2.2128785185435174,12.689023315190187,3819743.2677081353,0.0486821259803717,3819743.2677081353,338746.87592415296,3819743.2677081353,338746.87592415296,4020782.387061195,356575.6588675294,3276506.131117114,290570.893925079,3204001.0307828626,284140.91303227114,3133100.3802387556,277853.2198053866,3063768.674960047,271704.6655912317,2995971.196093991,265692.17141248286
Skin/Body,Europe,Fragrance,Kilian,Toner,4929809.813165984,12.885352734540287,-1.56641428303393,4.812302571271165,5619983.187009222,0.07162594717568826,5619983.187009222,724154.6572679972,5619983.187009222,724154.6572679972,5915771.77579918,762268.0602821022,4852588.568126144,625273.1537590314,4776576.927698144,615478.7857705732,4701755.944462577,605837.8381612191,4628106.967795118,596347.9077322377,4555611.639217487,587006.628928946
Skin/Body,Europe,Fragrance,Kilian,Bronzer,582758.0444636003,18.714482098407487,-2.6449783421971773,9.07123065719955,664344.1706885042,0.008466979151504204,664344.1706885042,124328.57089531381,576930.4640189642,107969.5484090883,524482.2400172403,98154.13491735302,567344.2204001262,106175.53256313113,552338.0886448354,103367.21272212379,537728.8658244737,100633.17233269074,523506.05378367385,97971.4467194251,509659.43204100453,95380.12317215906
Skin/Body,Europe,Fragrance,Kilian,Hair Dye,1733248.493092427,13.3126700377369,8.028407767037285,12.616385251900823,1975903.2821253666,0.025182627669940814,1975903.2821253666,263045.48421416373,1715916.0081615027,228434.23629124745,2079898.1917109124,276889.9833833302,1872400.749733916,249266.53359618815,2022724.7169556182,269278.6673400491,2185117.3052374655,290897.4567837521,2360547.4326900267,314251.8907982928,2550061.806120712,339481.3140072045
Skin/Body,Europe,Fragrance,Kilian,Face Make-Up,1428895.7229227144,5.164937429877207,-2.2622873986238545,13.600260985873472,1628941.1241318942,0.02076064056189246,1628941.1241318942,84133.78983095074,1414606.7656934874,73063.5543268783,1714674.8675072573,88561.88403257974,1396569.9950435588,72131.96640843902,1364975.5680327264,70500.13402200131,1334095.8977628278,68905.21837400865,1303914.8143821815,67346.38430173919,1274416.5138476237,65822.81553625215
Skin/Body,Europe,Fragrance,Kilian,Tools,4432505.349031318,13.961196532554624,7.010337208673068,10.310513443647576,5053056.097895702,0.06440053592691881,5053056.097895702,705467.0927274547,5053056.097895702,705467.0927274547,5319006.418837582,742596.9397131103,4743238.920790885,662212.9077402384,5075755.963751351,708636.2656121881,5431583.572699655,758314.0574145507,5812355.896916795,811474.4299400817,6219821.645058856,868361.5238410389
Skin/Body,Europe,Fragrance,Frederic Malle,Lipstick,1289170.7538055233,18.7161791888744,3.3754104978414627,6.363939395492965,1469654.6593382964,0.018730555500520614,1469654.6593382964,275063.1994993972,1276279.046267468,238870.6732494765,1160253.678424971,217155.1574995241,1332685.558764577,249427.81720263025,1377669.1670183337,257847.02992902466,1424171.1567073958,266550.42564562144,1472242.7794381273,275547.5966949048,1521937.016768995,284848.4592002945
Skin/Body,Europe,Fragrance,Frederic Malle,Mascara,2835129.673772769,5.704489501625826,-1.6743326248784118,11.332470629969187,3232047.8281009565,0.04119202483380619,3232047.8281009565,184371.82904154458,2806778.3770350413,160112.37785186767,3402155.6085273228,194075.60951741535,2787660.1726871827,159021.7818919447,2740985.468945139,156359.22831706487,2695092.2549954136,153741.2547453441,2649967.4460994545,151167.1147592454,2605598.176600754,148636.07443874393
Skin/Body,Europe,Fragrance,Frederic Malle,Toner,872594.0056630691,14.047281641995824,-0.09301780637358092,6.450138596587672,994757.1664558987,0.012678049361767712,994757.1664558987,139736.3408259973,863868.0656064384,121349.98019099767,785334.6050967622,110318.16380999787,871782.3378604539,122461.72030443355,870971.4250534237,122347.80909855901,870161.2665396984,122234.00385038939,869351.8616176505,122120.30446136516,868543.2095863058,122006.71083301844
Skin/Body,Europe,Fragrance,Frederic Malle,Bronzer,1799121.8154681495,10.335090746974238,9.380918103684909,5.15970401872445,2050998.8696336902,0.026139711064145928,2050998.8696336902,211972.5943960577,1781130.5973134679,184081.46355447118,2158946.178561779,223129.04673269234,1967895.9595627456,203383.8332268492,2152502.667895051,222463.10405799505,2354427.180349919,243332.1856605909,2575294.0659494423,266158.97871731746,2816880.293205217,291127.13453639316
Skin/Body,Europe,Fragrance,Frederic Malle,Hair Dye,3048820.8813360375,12.140756032986495,8.273423307252962,14.115616350546611,3475655.8047230826,0.04429677648243137,3475655.8047230826,421970.89179776295,3475655.8047230826,421970.89179776295,3658585.057603245,444179.8861029084,3301062.7387288883,400773.97360489675,3574173.6327419267,433931.70094652806,3869880.1471148874,469832.70743019733,4190051.7131690457,508703.9561518249,4536712.428192325,550791.1878250078
Skin/Body,Europe,Fragrance,Frederic Malle,Face Make-Up,3796574.4374461262,8.224105678861351,-4.376337298774306,4.671696620197551,4328094.858688584,0.05516100020305769,4328094.858688584,355947.095059914,4328094.858688584,355947.095059914,4555889.3249353515,374681.1526946463,3630423.5342644406,298569.86804816086,3471543.9550309456,285503.44354986795,3319617.482083582,273008.8498605101,3174339.824038526,261061.06173510986,3035420.0063292813,249636.14911782002
Skin/Body,Europe,Fragrance,Frederic Malle,Tools,3177850.6881511468,5.771387202263755,4.927324944024727,9.355799884836449,3622749.784492307,0.04617146992442706,3622749.784492307,209082.91743222676,3146072.1812696354,181572.0072437759,3813420.825781376,220087.28150760714,3334433.7177922796,192443.08085663116,3498732.1021110294,201925.3767827296,3671126.001702947,211874.89624126098,3852014.308911434,222314.66085388314,4041815.570801828,233268.82659236045
Skin/Body,Europe,Fragrance,Balmain,Lipstick,2004097.5086763238,16.56368305618733,-2.868034937324564,2.0519289443013227,2284671.159891009,0.029117833695736877,2284671.159891009,378425.68980046554,2284671.159891009,378425.68980046554,1803687.7578086914,298757.12352668337,1946619.2919494358,322431.84982910246,1890789.570559626,313184.3917269419,1836561.065084687,304202.1539539658,1783887.852092758,295477.52989847225,1732725.3252520491,287003.13110904046
Skin/Body,Europe,Fragrance,Balmain,Mascara,3776849.402916215,12.432369743092977,8.76804792855472,7.087582740452447,4305608.319324485,0.05487441221390143,4305608.319324485,535289.1459477913,4305608.319324485,535289.1459477913,4532219.283499458,563462.258892412,4108005.3687532414,510722.4165095131,4468197.248393127,555502.80277094,4859970.924674599,604209.5547623609,5286095.504663893,657186.9381128319,5749582.892061999,714809.4038267662
Skin/Body,Europe,Fragrance,Balmain,Toner,1608809.1495759806,17.286534765112997,10.988317579379585,10.725750591961974,1834042.4305166178,0.023374629758645685,1834042.4305166178,317042.3823581785,1834042.4305166178,317042.3823581785,1447928.2346183825,250296.61765119355,1785590.2081775053,308666.672099058,1981796.5309183549,342583.9462910047,2199562.627512791,380228.1582854315,2441257.554381243,422008.8358440609,2709510.6873872494,468380.506939649
Skin/Body,Europe,Fragrance,Balmain,Bronzer,1724653.117534832,13.853460003036307,2.2194779388005355,2.282149026572878,1966104.5539897084,0.025057744167538896,1966104.5539897084,272373.50800483965,1707406.5863594837,236534.88853051866,2069583.7410417984,286708.95579456806,1762931.4129993534,244226.99818082826,1802059.2867870582,249647.56252604647,1842055.5951014033,255188.43510106535,1882939.6126551197,260852.2861205038,1924731.0419589363,266641.84506380523
Skin/Body,Europe,Fragrance,Balmain,Hair Dye,4627911.089580093,7.052279463784421,14.004747076416049,7.24408082141138,5275818.642121305,0.06723961527902556,5275818.642121305,372065.47464483086,5275818.642121305,372065.47464483086,5553493.307496111,391647.8680471904,5276038.332597195,372080.967831146,6014934.156732191,424189.966295379,6857310.472195494,483596.6981985813,7817659.4600710645,551323.1926511917,8912502.89474953,628534.6113556131
Skin/Body,Europe,Fragrance,Balmain,Face Make-Up,1333098.1797737884,13.128514210675371,12.458916717528165,11.251148409733856,1519731.9249421186,0.01936878366980293,1519731.9249421186,199518.2217301964,1319767.1979760504,173265.82413411795,1199788.3617964096,157514.38557647087,1499187.7717546886,196821.07965952173,1685970.3276769714,221342.85405684132,1896023.9666844823,248919.77590398313,2132248.013638076,279932.48347731814,2397903.0178683926,314809.0384590655
Skin/Body,Europe,Fragrance,Balmain,Tools,4129525.165376524,14.881750500660761,8.84553129035705,12.88873912191447,4707658.688529237,0.05999849133449227,4707658.688529237,700582.0204495996,4707658.688529237,700582.0204495996,4955430.198451828,737454.7583679996,4494803.606023073,668905.4581430567,4892392.865433942,728073.699746007,5325151.007193097,792475.6866739003,5796188.905793127,862574.3715071122,6308892.6091032615,938873.6574413744
Skin/Body,Europe,Hair Dye,Bobbi Brown,Lipstick,1623506.0398663366,12.341374454647108,-0.5758111636079555,14.827352111953058,1850796.8854476237,0.023588163084976563,1850796.8854476237,228413.77402803733,1607270.9794676732,198359.3300769798,1948207.2478396038,240435.55160846034,1614157.7108469368,199209.2473841804,1604863.2105496416,198062.1782988029,1595622.2290226598,196921.71416527333,1586434.4580989373,195787.81695154152,1577299.59138588,194660.4488445502
Skin/Body,Europe,Hair Dye,Bobbi Brown,Mascara,4748267.02858976,5.591402170527589,9.11150345031377,13.953476443819321,5413024.412592326,0.06898828479296175,5413024.412592326,302663.9644968756,5413024.412592326,302663.9644968756,5697920.434307712,318593.6468388164,5180905.542729828,289685.26496917976,5652963.930013154,316079.94788189715,6168033.933541294,344879.5832389061,6730034.558212433,376303.2983651468,7343241.88919127,410590.1863793318
Skin/Body,Europe,Hair Dye,Bobbi Brown,Toner,1312589.0530730009,13.519178458289442,13.309765951760838,1.4752437002011838,1496351.5205032208,0.01907080348773446,1496351.5205032208,202294.43242015794,1299463.1625422707,175676.74394382138,1181330.1477657007,159706.13085801943,1487291.583945451,201069.60342870525,1685246.612788827,227831.49704519956,1909548.992660997,258155.33606630852,2163705.4943183823,292515.2070887158,2451689.631497549,331448.2965255324
Skin/Body,Europe,Hair Dye,Bobbi Brown,Bronzer,3638391.2026107796,9.460235110588261,13.487923907530607,14.594815432315148,4147765.9709762884,0.05286273222684955,4147765.9709762884,392388.41269133094,4147765.9709762884,392388.41269133094,4366069.443132935,413040.4344119273,4129134.6394772087,390625.8449272849,4686069.177689383,443313.1616542256,5318122.622630371,503106.90357021557,6035426.955279926,570965.5798972996,6849480.750502674,647976.9828520382
Skin/Body,Europe,Hair Dye,Bobbi Brown,Hair Dye,4749199.201010453,12.113213249861957,12.240853019786268,12.823691579490985,5414087.089151915,0.06900182846606345,5414087.089151915,655819.9146422154,5414087.089151915,655819.9146422154,5699039.041212543,690336.7522549635,5330541.694823005,645699.8828667164,5983045.468844713,724739.0564773631,6715421.270792976,813453.299157743,7537446.118210207,913026.9218922445,8460093.818985902,1024789.2054321526
Skin/Body,Europe,Hair Dye,Bobbi Brown,Face Make-Up,1935952.1295946504,17.43373211226016,-4.259847305690148,9.347778298748743,2206985.427737901,0.02812773924841446,2206985.427737901,384759.92722844466,2206985.427737901,384759.92722844466,1742356.9166351852,303757.8372856142,1853483.5249626616,323131.35248686705,1774527.956963129,309366.45027411514,1698935.7755997167,296187.911877404,1626563.7057374262,283570.75909351447,1557274.5755432367,271491.0777525443
Skin/Body,Europe,Hair Dye,Bobbi Brown,Tools,1535039.7677946636,6.808503286659182,-3.460935967415817,10.748042862293957,1749945.3352859162,0.022302823331440236,1749945.3352859162,119145.08566768064,1519689.370116717,103468.10071140689,1842047.7213535963,125415.87965019017,1481913.024356922,100896.09696877151,1430624.9634911336,97404.14765906055,1381111.9495708398,94033.05247897332,1333312.5493578648,90778.62874446955,1287167.4557790698,87636.83853152534
Skin/Body,Europe,Hair Dye,Aveda,Lipstick,2029437.3369562977,15.871501572931422,-3.6928731840211526,5.414064729628545,2313558.564130179,0.029485999866564635,2313558.564130179,367196.48389661097,2313558.564130179,367196.48389661097,2435324.804347557,386522.61462801154,1954492.7897533257,310207.3538685303,1882315.8496368984,298751.78968265775,1812804.3123870774,287719.2649546836,1745859.748056156,277094.1573739094,1681387.361589571,266861.4215417589
Skin/Body,Europe,Hair Dye,Aveda,Mascara,2927710.8156890175,16.860847472584453,1.3750500586413983,9.762479270118128,3337590.3298854795,0.042537150149320024,3337590.3298854795,562746.014781719,3337590.3298854795,562746.014781719,3513252.978826821,592364.22608602,2967968.304977,500424.60893682216,3008779.3548950446,507305.69781546394,3050151.5771789197,514281.4051107667,3092092.6882295697,521353.0318733241,3134610.510552317,528521.897043827
Skin/Body,Europe,Hair Dye,Aveda,Toner,4486899.8670628425,14.237947822734569,-0.34081050492732423,1.3416109417915323,5115065.8484516395,0.06519084204882392,5115065.8484516395,728280.4066010596,5115065.8484516395,728280.4066010596,5384279.840475411,766610.954316905,4471608.040970322,636665.2197105577,4456368.331027521,634495.3977605656,4441180.559617124,632332.9707917172,4426044.549727159,630177.9136011399,4410960.124948925,628030.2010718555
Skin/Body,Europe,Hair Dye,Aveda,Bronzer,4415444.932554184,5.319041162755807,12.49403345368399,8.405119876380969,5033607.22311177,0.06415266257364605,5033607.22311177,267739.6401687646,4371290.4832286425,232510.74014655873,5298533.919065021,281831.20017764694,4967112.099556498,264202.73717563436,5587704.746957073,297212.31554390694,6285834.447334978,334346.1216764315,7071188.706028201,376119.43796977977,7954665.388532488,423111.92637553223
Skin/Body,Europe,Hair Dye,Aveda,Hair Dye,4725804.643308033,16.981748536604982,14.958682210666751,5.909965416323942,5387417.293371158,0.06866192542361405,5387417.293371158,914877.6573778603,5387417.293371158,914877.6573778603,5670965.5719696395,963029.1130293265,5432722.741797415,922571.3147029885,6245386.472129512,1060575.8258361788,7179613.987323335,1219223.993226167,8253589.627639612,1401603.8358090704,9488217.871010773,1611265.2994602644
Skin/Body,Europe,Hair Dye,Aveda,Face Make-Up,3952347.300190071,11.028963704138633,4.597512406078177,9.785076485057182,4505675.922216681,0.05742424752113995,4505675.922216681,496929.3620873914,4505675.922216681,496929.3620873914,4742816.760228085,523083.53903935937,4134056.9576476053,455943.64136737224,4324120.739149792,476905.7068439618,4522922.726586003,498831.5058814077,4730864.660058123,521765.34624973196,4948366.749719065,545753.5727741802
Skin/Body,Europe,Hair Dye,Aveda,Tools,4431547.013838524,19.76125203798943,10.365468277290365,6.848734950342672,5051963.595775917,0.06438661213097188,5051963.595775917,998331.2590287525,5051963.595775917,998331.2590287525,5317856.416606229,1050875.0095039501,4890897.613751165,966502.6043733784,5397862.054379294,1066685.1252288863,5957375.733277873,1177252.0335030614,6574885.625069785,1299279.719579577,7256403.308804519,1433956.1467458652
Skin/Body,Europe,Hair Dye,Elizabeth Arden,Lipstick,2396106.510246816,16.06373452383337,-0.2244570846339533,2.546637583839525,2731561.42168137,0.03481339135475544,2731561.42168137,438790.77513434394,2731561.42168137,438790.77513434394,2875327.812296179,461885.0264572042,2390728.2794291917,384040.2439937147,2385362.1204316653,383178.2384582252,2380008.006158182,382318.16775523016,2374665.9095735042,381460.02754186076,2369335.8037030795,380603.8134849965
Skin/Body,Europe,Hair Dye,Elizabeth Arden,Mascara,2095799.7093834945,9.308584874811226,0.9261624091198017,4.270508514698739,2389211.6686971835,0.03045018874241726,2389211.6686971835,222401.79601957093,2074841.7122896595,193138.4018064695,2514959.6512601934,234107.15370481153,2115210.2184622465,196896.1384662382,2134800.5003795046,198719.71648572094,2154572.2201237213,200560.18379932115,2174527.058103845,202417.69682933204,2194666.7102921414,204292.4134467714
Skin/Body,Europe,Hair Dye,Elizabeth Arden,Toner,689419.3533636285,5.268109021001207,14.75444779472063,6.988823872302072,785938.0628345364,0.010016677327802991,785938.0628345364,41404.07398766835,682525.1598299922,35956.16951560673,827303.2240363542,43583.235776493006,791139.3719423657,41678.084621988055,907867.6175590828,47827.45585937878,1041818.4712370116,54884.13286569387,1195533.033691433,62981.983596947786,1371927.3310160756,72274.62748683897
Skin/Body,Europe,Hair Dye,Elizabeth Arden,Bronzer,2229469.9122185674,15.194709240396048,-0.6349222426987167,14.299456575303154,2541595.6999291666,0.03239230319512061,2541595.6999291666,386188.0766706457,2541595.6999291666,386188.0766706457,2675363.894662281,406513.7649164692,2215314.511851616,336610.5988361521,2201248.9872701378,334473.38327286,2187272.7678327793,332349.73736655375,2173385.286521317,330239.5749604627,2159585.9799176515,328142.81044484494
Skin/Body,Europe,Hair Dye,Elizabeth Arden,Hair Dye,4038552.564869984,6.341165034683893,3.351615515698567,13.307656305870307,4603949.923951781,0.05867673675870432,4603949.923951781,291944.06279198604,3998167.039221284,253530.37031935633,4846263.077843981,307309.539781038,4173909.3192438087,264674.4783313009,4313802.711598773,273545.349213147,4458384.792597341,282713.5375798466,4607812.709055579,292189.0083703531,4762248.874746616,301982.0605100596
Skin/Body,Europe,Hair Dye,Elizabeth Arden,Face Make-Up,4751294.100311346,12.011022668748046,7.2682277842141545,3.338475245289053,5416475.274354935,0.0690322655726357,5416475.274354935,650574.0730499041,5416475.274354935,650574.0730499041,5701552.920373616,684814.8137367412,5096628.978219904,612157.2619159746,5467063.581673194,656650.2461096362,5864422.215897019,704377.0817424875,6290661.780776474,755572.8125033318,6747881.408137811,810489.5655916674
Skin/Body,Europe,Hair Dye,Elizabeth Arden,Tools,4960258.817616395,8.475075520751652,13.854635482702513,10.09505308589316,5654695.0520826895,0.07206834533443524,5654695.0520826895,479239.67613221484,5654695.0520826895,479239.67613221484,5952310.5811396735,504462.8169812788,5647484.595795756,478628.58451650647,6429923.000485034,544940.8302172872,7320765.394020683,620440.3958403051,8335030.753906079,706400.1510714159,9489818.882230917,804269.3170516205
Skin/Body,Europe,Hair Dye,Kilian,Lipstick,3234815.576954866,12.69032766524763,-0.3866037656448267,3.4713924480771157,3687689.757728547,0.04699912134932124,3687689.757728547,467979.9135335291,3687689.757728547,467979.9135335291,3881778.692345839,492610.4352984517,3222309.658122693,408921.65400469047,3209852.0876436536,407340.7474917712,3197442.6786011946,405765.95282296225,3185081.2448013877,404197.2463696441,3172767.6007701387,402634.6045945464
Skin/Body,Europe,Hair Dye,Kilian,Mascara,1492187.9408157892,7.796573932163818,10.591689471335066,5.901753628334221,1701094.2525299995,0.02168022270141726,1701094.2525299995,132627.0710542909,1477266.0614076313,115176.14065241053,1790625.5289789469,139607.44321504305,1650235.8538357066,128661.8583993757,1825023.7110186196,142289.32290908642,2018324.5552679468,157360.16614248205,2232099.2246856326,174027.26629187074,2468516.243256412,192459.693932959
Skin/Body,Europe,Hair Dye,Kilian,Toner,760292.0445352837,19.53653945211217,12.675717699268514,13.988531964732982,866732.9307702234,0.011046397302091364,866732.9307702234,169329.62096437276,752689.1240899309,147049.40767958688,684262.8400817553,133681.27970871533,856664.5177905732,167362.6014904018,965252.8936955062,188577.0123894769,1087605.6255843688,212480.50212568158,1225467.4443648069,239413.93074112126,1380804.2381089302,269761.364734588
Skin/Body,Europe,Hair Dye,Kilian,Bronzer,4977085.201908959,7.608428738292309,2.924840378053175,11.615338659857278,5673877.130176213,0.07231281839894947,5673877.130176213,431692.89814772195,5673877.130176213,431692.89814772195,5972502.242290751,454413.57699760207,5122656.999544502,389753.70731748646,5272486.539896348,401153.3811240675,5426698.355142655,412886.4771931098,5585420.619829015,424962.7475935752,5748785.257401883,437392.22962687636
Skin/Body,Europe,Hair Dye,Kilian,Hair Dye,3632092.781242065,7.308438595097826,11.316662499812356,4.142168005713249,4140585.770615954,0.05277122151683372,4140585.770615954,302612.1685228251,4140585.770615954,302612.1685228251,4358511.337490478,318539.1247608685,4043124.4629752776,295489.2686999269,4500671.21289754,328928.79196186125,5009996.984287367,366152.5532128951,5576961.434249945,407588.8018944442,6208087.337508706,453714.25099186733
Skin/Body,Europe,Hair Dye,Kilian,Face Make-Up,1507179.266701804,13.054616343401204,6.858798696834063,9.121206909729356,1718184.3640400565,0.021898033926738274,1718184.3640400565,224302.37679773726,1492107.474034786,194788.90616645606,1808615.1200421648,236107.76505024976,1610553.6586053004,210251.60113553356,1721018.291953534,224672.33521429027,1839059.4721343187,240082.15841411467,1965196.8592430707,256548.91036675306,2099985.755815058,274145.08368772984
Skin/Body,Europe,Hair Dye,Kilian,Tools,911690.7682898969,18.161912939455704,0.31200085177412085,2.8132088979592584,1039327.4758504824,0.013246092097852734,1039327.4758504824,188761.7513198071,902573.860606998,163924.67877772727,820521.6914609072,149022.4352524793,914535.2512525073,166097.09613311288,917388.6090261897,166615.32048782025,920250.8693004302,167135.16170692843,923122.0598511063,167656.6248350681,926002.2085407566,168179.71493260926
Skin/Body,Europe,Hair Dye,Frederic Malle,Lipstick,4499366.359410398,19.3347724734463,12.242552345309011,12.333225046148293,5129277.649727853,0.06537196958846397,5129277.649727853,991734.1631062141,5129277.649727853,991734.1631062141,5399239.631292477,1043930.6980065414,5050203.641168441,976445.3834656184,5668477.46548319,1095987.22065975,6362443.786377015,1230164.0298469174,7141369.2973650815,1380767.5051340892,8015655.171766829,1549808.6897171475
Skin/Body,Europe,Hair Dye,Frederic Malle,Mascara,3448588.912875598,13.26286055913709,-3.2602648017717972,6.718344982989782,3931391.360678181,0.050105066253186746,3931391.360678181,521414.9542007095,3931391.360678181,521414.9542007095,4138306.695450717,548857.8465270626,3336155.78239131,442469.6894541485,3227388.2696857317,428044.0059103659,3122166.8659126563,414088.6378495763,3020375.9585307245,400588.2517416303,2921903.7042735694,387528.0139700649
